ID,Position,Words,POS,POS after,Condition,Prob of coming after,Prob of coming bef,,POSbef,Probbef,,POSaft,Probaft
102,3,maak,VER,VER,incongruent,0.232890315,,,,,,,
103,1,baar,VER,NOU,incongruent,,0.086541399,,,,,,
103,2,eend,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
103,3,baar,VER,VER,incongruent,0.232890315,,,,,,,
104,1,blijf,VER,NOU,incongruent,,0.086541399,,,,,,
104,2,auto,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
104,3,blijf,VER,VER,incongruent,0.232890315,,,,,,,
105,1,gunde,VER,NOU,incongruent,,0.086541399,,,,,,
105,2,grot,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
105,3,gunde,VER,VER,incongruent,0.232890315,,,,,,,
106,1,reeg,VER,NOU,incongruent,,0.086541399,,,,,,
106,2,lijst,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
106,3,reeg,VER,VER,incongruent,0.232890315,,,,,,,
107,1,zinde,VER,NOU,incongruent,,0.086541399,,,,,,
107,2,broek,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
107,3,zinde,VER,VER,incongruent,0.232890315,,,,,,,
108,1,moet,VER,NOU,incongruent,,0.086541399,,,,,,
108,2,hand,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
108,3,moet,VER,VER,incongruent,0.232890315,,,,,,,
109,1,zwalk,VER,NOU,incongruent,,0.086541399,,,,,,
109,2,kern,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
109,3,zwalk,VER,VER,incongruent,0.232890315,,,,,,,
110,1,geef,VER,NOU,incongruent,,0.086541399,,,,,,
110,2,kaars,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
110,3,geef,VER,VER,incongruent,0.232890315,,,,,,,
111,1,gewed,VER,NOU,incongruent,,0.086541399,,,,,,
111,2,zaal,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
111,3,gewed,VER,VER,incongruent,0.232890315,,,,,,,
112,1,rent,VER,NOU,incongruent,,0.086541399,,,,,,
112,2,slak,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
112,3,rent,VER,VER,incongruent,0.232890315,,,,,,,
113,1,zijn,VER,NOU,incongruent,,0.086541399,,,,,,
113,2,zalm,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
113,3,zijn,VER,VER,incongruent,0.232890315,,,,,,,
114,1,bent,VER,NOU,incongruent,,0.086541399,,,,,,
114,2,wrak,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
114,3,bent,VER,VER,incongruent,0.232890315,,,,,,,
115,1,zend,VER,NOU,incongruent,,0.086541399,,,,,,
115,2,lava,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
115,3,zend,VER,VER,incongruent,0.232890315,,,,,,,
116,1,word,VER,NOU,incongruent,,0.086541399,,,,,,
116,2,stand,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
116,3,word,VER,VER,incongruent,0.232890315,,,,,,,
117,1,laak,VER,NOU,incongruent,,0.086541399,,,,,,
117,2,ewrt,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
117,3,laak,VER,VER,incongruent,0.232890315,,,,,,,
118,1,woon,VER,NOU,incongruent,,0.086541399,,,,,,
118,2,pees,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
118,3,woon,VER,VER,incongruent,0.232890315,,,,,,,
119,1,leef,VER,NOU,incongruent,,0.086541399,,,,,,
119,2,hond,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
119,3,leef,VER,VER,incongruent,0.232890315,,,,,,,
120,1,belde,VER,NOU,incongruent,,0.086541399,,,,,,
120,2,stank,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
120,3,belde,VER,VER,incongruent,0.232890315,,,,,,,
121,1,stook,VER,NOU,incongruent,,0.086541399,,,,,,
121,2,naam,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
121,3,stook,VER,VER,incongruent,0.232890315,,,,,,,
122,1,hang,VER,NOU,incongruent,,0.086541399,,,,,,
122,2,boon,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
122,3,hang,VER,VER,incongruent,0.232890315,,,,,,,
123,1,werd,VER,NOU,incongruent,,0.086541399,,,,,,
123,2,snot,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
123,3,werd,VER,VER,incongruent,0.232890315,,,,,,,
124,1,klikt,VER,NOU,incongruent,,0.086541399,,,,,,
124,2,beton,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
124,3,klikt,VER,VER,incongruent,0.232890315,,,,,,,
125,1,zegt,VER,NOU,incongruent,,0.086541399,,,,,,
125,2,huis,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
125,3,zegt,VER,VER,incongruent,0.232890315,,,,,,,
126,1,laaf,VER,NOU,incongruent,,0.086541399,,,,,,
126,2,stro,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
126,3,laaf,VER,VER,incongruent,0.232890315,,,,,,,
127,1,snap,VER,NOU,incongruent,,0.086541399,,,,,,
127,2,takje,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
127,3,snap,VER,VER,incongruent,0.232890315,,,,,,,
128,1,leef,VER,NOU,incongruent,,0.086541399,,,,,,
128,2,kurk,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
128,3,leef,VER,VER,incongruent,0.232890315,,,,,,,
129,1,loos,VER,NOU,incongruent,,0.086541399,,,,,,
129,2,klank,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
129,3,loos,VER,VER,incongruent,0.232890315,,,,,,,
130,1,raak,VER,NOU,incongruent,,0.086541399,,,,,,
130,2,huig,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
130,3,raak,VER,VER,incongruent,0.232890315,,,,,,,
131,1,drijf,VER,NOU,incongruent,,0.086541399,,,,,,
131,2,worp,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
131,3,drijf,VER,VER,incongruent,0.232890315,,,,,,,
132,1,waak,VER,NOU,incongruent,,0.086541399,,,,,,
132,2,ster,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
132,3,waak,VER,VER,incongruent,0.232890315,,,,,,,
133,1,dool,VER,NOU,incongruent,,0.086541399,,,,,,
133,2,wang,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
133,3,dool,VER,VER,incongruent,0.232890315,,,,,,,
134,1,breek,VER,NOU,incongruent,,0.086541399,,,,,,
134,2,poos,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
134,3,breek,VER,VER,incongruent,0.232890315,,,,,,,
135,1,lukt,VER,NOU,incongruent,,0.086541399,,,,,,
135,2,arend,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
135,3,lukt,VER,VER,incongruent,0.232890315,,,,,,,
136,1,stond,VER,NOU,incongruent,,0.086541399,,,,,,
136,2,vrouw,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
136,3,stond,VER,VER,incongruent,0.232890315,,,,,,,
137,1,ween,VER,NOU,incongruent,,0.086541399,,,,,,
137,2,hout,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
137,3,ween,VER,VER,incongruent,0.232890315,,,,,,,
138,1,past,VER,NOU,incongruent,,0.086541399,,,,,,
138,2,vlees,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
138,3,past,VER,VER,incongruent,0.232890315,,,,,,,
139,1,viel,VER,NOU,incongruent,,0.086541399,,,,,,
139,2,mopje,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
139,3,viel,VER,VER,incongruent,0.232890315,,,,,,,
140,1,vrat,VER,NOU,incongruent,,0.086541399,,,,,,
140,2,oksel,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
140,3,vrat,VER,VER,incongruent,0.232890315,,,,,,,
141,1,bekt,VER,NOU,incongruent,,0.086541399,,,,,,
141,2,worm,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
141,3,bekt,VER,VER,incongruent,0.232890315,,,,,,,
142,1,weet,VER,NOU,incongruent,,0.086541399,,,,,,
142,2,vlok,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
142,3,weet,VER,VER,incongruent,0.232890315,,,,,,,
143,1,wist,VER,NOU,incongruent,,0.086541399,,,,,,
143,2,druif,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
143,3,wist,VER,VER,incongruent,0.232890315,,,,,,,
144,1,hief,VER,NOU,incongruent,,0.086541399,,,,,,
144,2,traan,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
144,3,hief,VER,VER,incongruent,0.232890315,,,,,,,
145,1,trim,VER,NOU,incongruent,,0.086541399,,,,,,
145,2,gang,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
145,3,trim,VER,VER,incongruent,0.232890315,,,,,,,
146,1,volg,VER,NOU,incongruent,,0.086541399,,,,,,
146,2,stad,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
146,3,volg,VER,VER,incongruent,0.232890315,,,,,,,
147,1,wekte,VER,NOU,incongruent,,0.086541399,,,,,,
147,2,jurk,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
147,3,wekte,VER,VER,incongruent,0.232890315,,,,,,,
148,1,sleep,VER,NOU,incongruent,,0.086541399,,,,,,
148,2,kruk,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
148,3,sleep,VER,VER,incongruent,0.232890315,,,,,,,
149,1,meen,VER,NOU,incongruent,,0.086541399,,,,,,
149,2,arts,NOU,VER,incongruent,0.112859847,0.30371551,,,,,,
149,3,meen,VER,NOU,incongruent,0.232890315,,,,,,,
150,1,wang,NOU,VER,incongruent,,0.30371551,,,,,,
150,2,balde,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
150,3,wang,NOU,NOU,incongruent,0.112859847,,,,,,,
151,1,hout,NOU,VER,incongruent,,0.30371551,,,,,,
151,2,hief,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
151,3,hout,NOU,NOU,incongruent,0.112859847,,,,,,,
152,1,kaars,NOU,VER,incongruent,,0.30371551,,,,,,
152,2,beef,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
152,3,kaars,NOU,NOU,incongruent,0.112859847,,,,,,,
153,1,zalm,NOU,VER,incongruent,,0.30371551,,,,,,
153,2,gewed,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
153,3,zalm,NOU,NOU,incongruent,0.112859847,,,,,,,
154,1,kiwi,NOU,VER,incongruent,,0.30371551,,,,,,
154,2,laaf,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
154,3,kiwi,NOU,NOU,incongruent,0.112859847,,,,,,,
155,1,huis,NOU,VER,incongruent,,0.30371551,,,,,,
155,2,stook,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
155,3,huis,NOU,NOU,incongruent,0.112859847,,,,,,,
156,1,jurk,NOU,VER,incongruent,,0.30371551,,,,,,
156,2,doet,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
156,3,jurk,NOU,NOU,incongruent,0.112859847,,,,,,,
157,1,pees,NOU,VER,incongruent,,0.30371551,,,,,,
157,2,zwalk,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
157,3,pees,NOU,NOU,incongruent,0.112859847,,,,,,,
158,1,gang,NOU,VER,incongruent,,0.30371551,,,,,,
158,2,leef,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
158,3,gang,NOU,NOU,incongruent,0.112859847,,,,,,,
159,1,vocht,NOU,VER,incongruent,,0.30371551,,,,,,
159,2,laat,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
159,3,vocht,NOU,NOU,incongruent,0.112859847,,,,,,,
160,1,zicht,NOU,VER,incongruent,,0.30371551,,,,,,
160,2,drijf,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
160,3,zicht,NOU,NOU,incongruent,0.112859847,,,,,,,
161,1,dorp,NOU,VER,incongruent,,0.30371551,,,,,,
161,2,moet,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
161,3,dorp,NOU,NOU,incongruent,0.112859847,,,,,,,
162,1,pupil,NOU,VER,incongruent,,0.30371551,,,,,,
162,2,rees,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
162,3,pupil,NOU,NOU,incongruent,0.112859847,,,,,,,
163,1,poos,NOU,VER,incongruent,,0.30371551,,,,,,
163,2,vrat,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
163,3,poos,NOU,NOU,incongruent,0.112859847,,,,,,,
164,1,grot,NOU,VER,incongruent,,0.30371551,,,,,,
164,2,duwde,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
164,3,grot,NOU,NOU,incongruent,0.112859847,,,,,,,
165,1,graan,NOU,VER,incongruent,,0.30371551,,,,,,
165,2,belde,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
165,3,graan,NOU,NOU,incongruent,0.112859847,,,,,,,
166,1,stro,NOU,VER,incongruent,,0.30371551,,,,,,
166,2,zend,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
166,3,stro,NOU,NOU,incongruent,0.112859847,,,,,,,
167,1,duif,NOU,VER,incongruent,,0.30371551,,,,,,
167,2,klikt,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
167,3,duif,NOU,NOU,incongruent,0.112859847,,,,,,,
168,1,stand,NOU,VER,incongruent,,0.30371551,,,,,,
168,2,woon,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
168,3,stand,NOU,NOU,incongruent,0.112859847,,,,,,,
169,1,auto,NOU,VER,incongruent,,0.30371551,,,,,,
169,2,reken,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
169,3,auto,NOU,NOU,incongruent,0.112859847,,,,,,,
170,1,vrouw,NOU,VER,incongruent,,0.30371551,,,,,,
170,2,aaide,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
170,3,vrouw,NOU,NOU,incongruent,0.112859847,,,,,,,
171,1,boon,NOU,VER,incongruent,,0.30371551,,,,,,
171,2,raak,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
171,3,boon,NOU,NOU,incongruent,0.112859847,,,,,,,
172,1,worp,NOU,VER,incongruent,,0.30371551,,,,,,
172,2,bent,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
172,3,worp,NOU,NOU,incongruent,0.112859847,,,,,,,
173,1,hand,NOU,VER,incongruent,,0.30371551,,,,,,
173,2,sleep,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
173,3,hand,NOU,NOU,incongruent,0.112859847,,,,,,,
174,1,snot,NOU,VER,incongruent,,0.30371551,,,,,,
174,2,baar,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
174,3,snot,NOU,NOU,incongruent,0.112859847,,,,,,,
175,1,druif,NOU,VER,incongruent,,0.30371551,,,,,,
175,2,maak,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
175,3,druif,NOU,NOU,incongruent,0.112859847,,,,,,,
176,1,naam,NOU,VER,incongruent,,0.30371551,,,,,,
176,2,ween,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
176,3,naam,NOU,NOU,incongruent,0.112859847,,,,,,,
177,1,worm,NOU,VER,incongruent,,0.30371551,,,,,,
177,2,blijf,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
177,3,worm,NOU,NOU,incongruent,0.112859847,,,,,,,
178,1,brug,NOU,VER,incongruent,,0.30371551,,,,,,
178,2,stelp,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
178,3,brug,NOU,NOU,incongruent,0.112859847,,,,,,,
179,1,vlok,NOU,VER,incongruent,,0.30371551,,,,,,
179,2,hakt,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
179,3,vlok,NOU,NOU,incongruent,0.112859847,,,,,,,
180,1,wrok,NOU,VER,incongruent,,0.30371551,,,,,,
180,2,tril,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
180,3,wrok,NOU,NOU,incongruent,0.112859847,,,,,,,
181,1,kruk,NOU,VER,incongruent,,0.30371551,,,,,,
181,2,snap,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
181,3,kruk,NOU,NOU,incongruent,0.112859847,,,,,,,
182,1,lava,NOU,VER,incongruent,,0.30371551,,,,,,
182,2,bekt,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
182,3,lava,NOU,NOU,incongruent,0.112859847,,,,,,,
183,1,pruik,NOU,VER,incongruent,,0.30371551,,,,,,
183,2,weet,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
183,3,pruik,NOU,NOU,incongruent,0.112859847,,,,,,,
184,1,hoes,NOU,VER,incongruent,,0.30371551,,,,,,
184,2,vier,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
184,3,hoes,NOU,NOU,incongruent,0.112859847,,,,,,,
185,1,zaad,NOU,VER,incongruent,,0.30371551,,,,,,
185,2,zoek,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
185,3,zaad,NOU,NOU,incongruent,0.112859847,,,,,,,
186,1,wolk,NOU,VER,incongruent,,0.30371551,,,,,,
186,2,leun,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
186,3,wolk,NOU,NOU,incongruent,0.112859847,,,,,,,
187,1,lijst,NOU,VER,incongruent,,0.30371551,,,,,,
187,2,kapte,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
187,3,lijst,NOU,NOU,incongruent,0.112859847,,,,,,,
188,1,vlaag,NOU,VER,incongruent,,0.30371551,,,,,,
188,2,eerde,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
188,3,vlaag,NOU,NOU,incongruent,0.112859847,,,,,,,
189,1,wesp,NOU,VER,incongruent,,0.30371551,,,,,,
189,2,lukt,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
189,3,wesp,NOU,NOU,incongruent,0.112859847,,,,,,,
190,1,cola,NOU,VER,incongruent,,0.30371551,,,,,,
190,2,viel,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
190,3,cola,NOU,NOU,incongruent,0.112859847,,,,,,,
191,1,kous,NOU,VER,incongruent,,0.30371551,,,,,,
191,2,zinde,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
191,3,kous,NOU,NOU,incongruent,0.112859847,,,,,,,
192,1,stad,NOU,VER,incongruent,,0.30371551,,,,,,
192,2,breek,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
192,3,stad,NOU,NOU,incongruent,0.112859847,,,,,,,
193,1,muur,NOU,VER,incongruent,,0.30371551,,,,,,
193,2,reeg,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
193,3,muur,NOU,NOU,incongruent,0.112859847,,,,,,,
194,1,zaal,NOU,VER,incongruent,,0.30371551,,,,,,
194,2,gunde,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
194,3,zaal,NOU,NOU,incongruent,0.112859847,,,,,,,
195,1,waas,NOU,VER,incongruent,,0.30371551,,,,,,
195,2,kroop,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
195,3,waas,NOU,NOU,incongruent,0.112859847,,,,,,,
196,1,hond,NOU,VER,incongruent,,0.30371551,,,,,,
196,2,zakt,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
196,3,hond,NOU,NOU,incongruent,0.112859847,,,,,,,
197,1,kool,NOU,VER,incongruent,,0.30371551,,,,,,
197,2,gaan,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
197,3,kool,NOU,NOU,incongruent,0.112859847,,,,,,,
198,1,kurk,NOU,VER,incongruent,,0.30371551,,,,,,
198,2,rent,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
198,3,kurk,NOU,NOU,incongruent,0.112859847,,,,,,,
199,1,koper,NOU,VER,incongruent,,0.30371551,,,,,,
199,2,hang,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
199,3,koper,NOU,NOU,incongruent,0.112859847,,,,,,,
200,1,ober,NOU,VER,incongruent,,0.30371551,,,,,,
200,2,wist,VER,NOU,incongruent,0.232890315,0.086541399,,,,,,
200,3,ober,NOU,,incongruent,0.112859847,,,,,,,
