ID,Words,POS,Position,Condition,Prob of coming after,Prob of coming bef,,POSbef,Probbef,,POSaft,Probaft,,replace,for
53,ferment,VER,4,normal,0.032714167,0.430972389,,,,,,,,,
53,mal,ADV,5,normal,0.237261252,,,,,,,,,,
54,Enfin,ADV,1,normal,,0.122148894,,,,,,,,,
54,cet,PRO,2,normal,0.243705244,0.004197531,,,,,,,,,
54,ogre,NOU,3,normal,0.003566334,0.024923632,,,,,,,,,
54,range,VER,4,normal,0.032714167,0.430972389,,,,,,,,,
54,bien,ADV,5,normal,0.237261252,,,,,,,,,,
55,Puisque,CON,1,normal,,0.069895038,,,,,,,,,
55,ses,DET,2,normal,0.098636593,0.555390947,,,,,,,,,
55,travaux,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
55,sont,VER,4,normal,0.032714167,0.241223404,,,,,,,,,
55,chers,ADJ,5,normal,0.042561628,,,,,,,,,,
56,Ensuite,ADV,1,normal,,0.098520992,,,,,,,,,
56,son,DET,2,normal,0.095403095,0.555390947,,,,,,,,,
56,bureau,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
56,semble,VER,4,normal,0.032714167,0.241223404,,,,,,,,,
56,propre,ADJ,5,normal,0.042561628,,,,,,,,,,
57,Néanmoins,ADV,1,normal,,0.098520992,,,,,,,,,
57,les,DET,2,normal,0.095403095,0.555390947,,,,,,,,,
57,enceintes,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
57,sont,VER,4,normal,0.032714167,0.241223404,,,,,,,,,
57,rondes,ADJ,5,normal,0.042561628,,,,,,,,,,
58,Puis,ADV,1,normal,,0.122148894,,,,,,,,,
58,ces,PRO,2,normal,0.243705244,0.004197531,,,,,,,,,
58,fleurs,NOU,3,normal,0.003566334,0.024923632,,,,,,,,,
58,poussent,VER,4,normal,0.032714167,0.430972389,,,,,,,,,
58,vite,ADV,5,normal,0.237261252,,,,,,,,,,
59,Pourtant,ADV,1,normal,,0.122148894,,,,,,,,,
59,cet,PRO,2,normal,0.243705244,0.004197531,,,,,,,,,
59,homme,NOU,3,normal,0.003566334,0.024923632,,,,,,,,,
59,est,VER,4,normal,0.032714167,0.241223404,,,,,,,,,
59,mystérieux,ADJ,5,normal,0.042561628,,,,,,,,,,
60,Aussi,ADV,1,normal,,0.098520992,,,,,,,,,
60,son,DET,2,normal,0.095403095,0.555390947,,,,,,,,,
60,livre,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
60,sert,VER,4,normal,0.032714167,0.430972389,,,,,,,,,
60,parfois,ADV,5,normal,0.237261252,,,,,,,,,,
61,Toutefois,ADV,1,normal,,0.098520992,,,,,,,,,
61,le,DET,2,normal,0.095403095,0.555390947,,,,,,,,,
61,loup,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
61,devient,VER,4,normal,0.032714167,0.241223404,,,,,,,,,
61,libre,ADJ,5,normal,0.042561628,,,,,,,,,,
62,Sinon,CON,1,normal,,0.069895038,,,,,,,,,
62,une,DET,2,normal,0.098636593,0.555390947,,,,,,,,,
62,lumière,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
62,éblouit,VER,4,normal,0.032714167,0.430972389,,,,,,,,,
62,moins,ADV,5,normal,0.237261252,,,,,,,,,,
63,Cependant,ADV,1,normal,,0.122148894,,,,,,,,,
63,cette,PRO,2,normal,0.243705244,0.004197531,,,,,,,,,
63,robe,NOU,3,normal,0.003566334,0.024923632,,,,,,,,,
63,est,VER,4,normal,0.032714167,0.241223404,,,,,,,,,
63,classique,ADJ,5,normal,0.042561628,,,,,,,,,,
64,Vraiment,ADV,1,normal,,0.122148894,,,,,,,,,
64,ce,PRO,2,normal,0.243705244,0.004197531,,,,,,,,,
64,cochon,NOU,3,normal,0.003566334,0.024923632,,,,,,,,,
64,mange,VER,4,normal,0.032714167,0.430972389,,,,,,,,,
64,lentement,ADV,5,normal,0.237261252,,,,,,,,,,
65,Si,ADV,1,normal,,0.098520992,,,,,,,,,
65,tes,DET,2,normal,0.095403095,0.555390947,,,,,,,,,
65,clés,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
65,sont,VER,4,normal,0.032714167,0.070952513,,,,,,,,,
65,rouillées,VER,5,normal,0.067543454,,,,,,,,,,
66,Ainsi,ADV,1,normal,,0.098520992,,,,,,,,,
66,un,DET,2,normal,0.095403095,0.555390947,,,,,,,,,
66,mur,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
66,cache,VER,4,normal,0.032714167,0.430972389,,,,,,,,,
66,tout,ADV,5,normal,0.237261252,,,,,,,,,,
67,Enfin,ADV,1,normal,,0.098520992,,,,,,,,,
67,les,DET,2,normal,0.095403095,0.555390947,,,,,,,,,
67,biscuits,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
67,cuisent,VER,4,normal,0.032714167,0.430972389,,,,,,,,,
67,rapidement,ADV,5,normal,0.237261252,,,,,,,,,,
68,Finalement,ADV,1,normal,,0.098520992,,,,,,,,,
68,la,DET,2,normal,0.095403095,0.555390947,,,,,,,,,
68,ville,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
68,est,VER,4,normal,0.032714167,0.241223404,,,,,,,,,
68,vide,ADJ,5,normal,0.042561628,,,,,,,,,,
69,Or,CON,1,normal,,0.069895038,,,,,,,,,
69,le,DET,2,normal,0.098636593,0.555390947,,,,,,,,,
69,lutin,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
69,travaille,VER,4,normal,0.032714167,0.241223404,,,,,,,,,
69,seul,ADJ,5,normal,0.042561628,,,,,,,,,,
70,Alors,ADV,1,normal,,0.122148894,,,,,,,,,
70,ce,PRO,2,normal,0.243705244,0.004197531,,,,,,,,,
70,toit,NOU,3,normal,0.003566334,0.024923632,,,,,,,,,
70,glisse,VER,4,normal,0.032714167,0.430972389,,,,,,,,,
70,fortement,ADV,5,normal,0.237261252,,,,,,,,,,
71,Comme,ADV,1,normal,,0.098520992,,,,,,,,,
71,une,DET,2,normal,0.095403095,0.555390947,,,,,,,,,
71,heure,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
71,annonce,VER,4,normal,0.032714167,0.123769827,,,,,,,,,
71,cela,PRO,5,normal,0.141299319,,,,,,,,,,
72,Des,PRP,1,normal,,0.108244681,,,,,,,,,
72,grosses,ADJ,2,normal,0.013558455,0.056296296,,,,,,,,,
72,tomates,NOU,3,normal,0.414676259,0.024923632,,,,,,,,,
72,tombent,VER,4,normal,0.032714167,0.430972389,,,,,,,,,
72,pourtant,ADV,5,normal,0.237261252,,,,,,,,,,
73,Puis,ADV,1,normal,,0.098520992,,,,,,,,,
73,un,DET,2,normal,0.095403095,0.555390947,,,,,,,,,
73,lion,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
73,casse,VER,4,normal,0.032714167,0.123769827,,,,,,,,,
73,ceci,PRO,5,normal,0.141299319,,,,,,,,,,
74,Car,CON,1,normal,,0.172860947,,,,,,,,,
74,cette,PRO,2,normal,0.502608988,0.004197531,,,,,,,,,
74,feuille,NOU,3,normal,0.003566334,0.024923632,,,,,,,,,
74,sent,VER,4,normal,0.032714167,0.241223404,,,,,,,,,
74,bon,ADJ,5,normal,0.042561628,,,,,,,,,,
75,Si,CON,1,normal,,0.069895038,,,,,,,,,
75,ses,DET,2,normal,0.098636593,0.555390947,,,,,,,,,
75,chaussettes,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
75,sont,VER,4,normal,0.032714167,0.241223404,,,,,,,,,
75,identiques,ADJ,5,normal,0.042561628,,,,,,,,,,
76,Sinon,CON,1,normal,,0.069895038,,,,,,,,,
76,son,DET,2,normal,0.098636593,0.555390947,,,,,,,,,
76,papier,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
76,devient,VER,4,normal,0.032714167,0.241223404,,,,,,,,,
76,transparent,ADJ,5,normal,0.042561628,,,,,,,,,,
77,Mais,CON,1,normal,,0.069895038,,,,,,,,,
77,ta,DET,2,normal,0.098636593,0.555390947,,,,,,,,,
77,vitre,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
77,sera,VER,4,normal,0.032714167,0.070952513,,,,,,,,,
77,réparée,VER,5,normal,0.067543454,,,,,,,,,,
78,Donc,ADV,1,normal,,0.098520992,,,,,,,,,
78,ses,DET,2,normal,0.095403095,0.555390947,,,,,,,,,
78,voisins,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
78,étaient,VER,4,normal,0.032714167,0.241223404,,,,,,,,,
78,proches,ADJ,5,normal,0.042561628,,,,,,,,,,
79,Quand,CON,1,normal,,0.172860947,,,,,,,,,
79,certains,PRO,2,normal,0.502608988,0.004197531,,,,,,,,,
79,oiseaux,NOU,3,normal,0.003566334,0.024923632,,,,,,,,,
79,chantent,VER,4,normal,0.032714167,0.241223404,,,,,,,,,
79,faux,ADJ,5,normal,0.042561628,,,,,,,,,,
80,Lorsque,CON,1,normal,,0.069895038,,,,,,,,,
80,sa,DET,2,normal,0.098636593,0.555390947,,,,,,,,,
80,guitare,NOU,3,normal,0.790606201,0.024923632,,,,,,,,,
80,sonne,VER,4,normal,0.032714167,0.430972389,,,,,,,,,
80,fort,ADV,5,normal,0.237261252,,,,,,,,,,
81,La,DET,1,across23,,0.000971952,,,,,,,,,
81,sera,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
81,chambre,NOU,3,across23,0.040843302,0.154021609,,,,,,,,,
81,mal,ADV,4,across23,0.115516126,0.06095529,,,,,,,,,
81,organisée,VER,5,across23,0.101409101,,,,,,,,,,
82,La,DET,1,across23,,0.011635985,,,,,,,,,
82,se,PRO,2,across23,0.023253124,0.004197531,,,,,,,,,
82,fille,NOU,3,across23,0.003566334,0.024923632,,,,,,,,,
82,lève,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
82,tôt,ADV,5,across23,0.237261252,,,,,,,,,,
83,Son,DET,1,across23,,0.011635985,,,,,,,,,
83,me,PRO,2,across23,0.023253124,0.004197531,,,,,,,,,
83,cadeau,NOU,3,across23,0.003566334,0.024923632,,,,,,,,,
83,rend,VER,4,across23,0.032714167,0.241223404,,,,,,,,,
83,heureux,ADJ,5,across23,0.042561628,,,,,,,,,,
84,Les,DET,1,across23,,0.000971952,,,,,,,,,
84,ont,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
84,cloches,NOU,3,across23,0.040843302,0.024923632,,,,,,,,,
84,sonné,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
84,longtemps,ADV,5,across23,0.237261252,,,,,,,,,,
85,Les,DET,1,across23,,0.000971952,,,,,,,,,
85,étaient,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
85,minutes,NOU,3,across23,0.040843302,0.024923632,,,,,,,,,
85,passées,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
85,rapidement,ADV,5,across23,0.237261252,,,,,,,,,,
86,Des,PRP,1,across23,,0.04052333,,,,,,,,,
86,se,PRO,2,across23,0.089536966,0.004197531,,,,,,,,,
86,clés,NOU,3,across23,0.003566334,0.024923632,,,,,,,,,
86,perdent,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
86,facilement,ADV,5,across23,0.237261252,,,,,,,,,,
87,Ses,DET,1,across23,,0.000971952,,,,,,,,,
87,auraient,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
87,photos,NOU,3,across23,0.040843302,0.024923632,,,,,,,,,
87,été,VER,4,across23,0.032714167,0.241223404,,,,,,,,,
87,jolies,ADJ,5,across23,0.042561628,,,,,,,,,,
88,Tes,DET,1,across23,,0.000971952,,,,,,,,,
88,ont,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
88,chats,NOU,3,across23,0.040843302,0.154021609,,,,,,,,,
88,beaucoup,ADV,4,across23,0.115516126,0.06095529,,,,,,,,,
88,mangé,VER,5,across23,0.101409101,,,,,,,,,,
89,Le,DET,1,across23,,0.000971952,,,,,,,,,
89,est,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
89,skieur,NOU,3,across23,0.040843302,0.154021609,,,,,,,,,
89,sincèrement,ADV,4,across23,0.115516126,0.06095529,,,,,,,,,
89,désolé,VER,5,across23,0.101409101,,,,,,,,,,
90,Les,DET,1,across23,,0.000971952,,,,,,,,,
90,ont,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
90,maisons,NOU,3,across23,0.040843302,0.024923632,,,,,,,,,
90,été,VER,4,across23,0.032714167,0.070952513,,,,,,,,,
90,détruites,VER,5,across23,0.067543454,,,,,,,,,,
91,Un,DET,1,across23,,0.000971952,,,,,,,,,
91,avait,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
91,homme,NOU,3,across23,0.040843302,0.024923632,,,,,,,,,
91,chanté,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
91,fort,ADV,5,across23,0.237261252,,,,,,,,,,
92,Cette,PRO,1,across23,,0.766592613,,,,,,,,,
92,aurait,VER,2,across23,0.656324299,0.029218107,,,,,,,,,
92,dame,NOU,3,across23,0.040843302,0.024923632,,,,,,,,,
92,vu,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
92,loin,ADV,5,across23,0.237261252,,,,,,,,,,
93,Ce,PRO,1,across23,,0.261433368,,,,,,,,,
93,se,PRO,2,across23,0.268426058,0.004197531,,,,,,,,,
93,signe,NOU,3,across23,0.003566334,0.024923632,,,,,,,,,
93,reconnaît,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
93,maintenant,ADV,5,across23,0.237261252,,,,,,,,,,
94,Sa,DET,1,across23,,0.011635985,,,,,,,,,
94,me,PRO,2,across23,0.023253124,0.004197531,,,,,,,,,
94,veste,NOU,3,across23,0.003566334,0.024923632,,,,,,,,,
94,va,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
94,bien,ADV,5,across23,0.237261252,,,,,,,,,,
95,Ses,DET,1,across23,,0.011635985,,,,,,,,,
95,lui,PRO,2,across23,0.023253124,0.004197531,,,,,,,,,
95,attentions,NOU,3,across23,0.003566334,0.024923632,,,,,,,,,
95,font,VER,4,across23,0.032714167,0.029218107,,,,,,,,,
95,plaisir,NOU,5,across23,0.040843302,,,,,,,,,,
96,Mon,DET,1,across23,,0.000971952,,,,,,,,,
96,était,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
96,copain,NOU,3,across23,0.040843302,0.024923632,,,,,,,,,
96,parti,VER,4,across23,0.032714167,0.070952513,,,,,,,,,
96,hier,VER,5,across23,0.067543454,,,,,,,,,,
97,Tes,DET,1,across23,,0.011635985,,,,,,,,,
97,se,PRO,2,across23,0.023253124,0.004197531,,,,,,,,,
97,amis,NOU,3,across23,0.003566334,0.024923632,,,,,,,,,
97,voient,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
97,souvent,ADV,5,across23,0.237261252,,,,,,,,,,
98,Quelques,PRO,1,across23,,0.766592613,,,,,,,,,
98,ont,VER,2,across23,0.656324299,0.029218107,,,,,,,,,
98,livres,NOU,3,across23,0.040843302,0.024923632,,,,,,,,,
98,brûlés,VER,4,across23,0.032714167,0.240416105,,,,,,,,,
98,sinon,CON,5,across23,0.082479677,,,,,,,,,,
99,Certains,PRO,1,across23,,0.261433368,,,,,,,,,
99,me,PRO,2,across23,0.268426058,0.004197531,,,,,,,,,
99,portraits,NOU,3,across23,0.003566334,0.024923632,,,,,,,,,
99,représentent,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
99,vraiment,ADV,5,across23,0.237261252,,,,,,,,,,
100,La,DET,1,across23,,0.011635985,,,,,,,,,
100,se,PRO,2,across23,0.023253124,0.004197531,,,,,,,,,
100,porte,NOU,3,across23,0.003566334,0.024923632,,,,,,,,,
100,ferme,VER,4,across23,0.032714167,0.241223404,,,,,,,,,
100,seule,ADJ,5,across23,0.042561628,,,,,,,,,,
101,Le,DET,1,across23,,0.000971952,,,,,,,,,
101,avait,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
101,travail,NOU,3,across23,0.040843302,0.154021609,,,,,,,,,
101,beaucoup,ADV,4,across23,0.115516126,0.06095529,,,,,,,,,
101,fatigué,VER,5,across23,0.101409101,,,,,,,,,,
102,Les,DET,1,across23,,0.000971952,,,,,,,,,
102,ont,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
102,oiseaux,NOU,3,across23,0.040843302,0.024923632,,,,,,,,,
102,sifflé,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
102,joliment,ADV,5,across23,0.237261252,,,,,,,,,,
103,Un,DET,1,across23,,0.011635985,,,,,,,,,
103,se,PRO,2,across23,0.023253124,0.004197531,,,,,,,,,
103,papier,NOU,3,across23,0.003566334,0.024923632,,,,,,,,,
103,déchire,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
103,ici,ADV,5,across23,0.237261252,,,,,,,,,,
104,Une,DET,1,across23,,0.011635985,,,,,,,,,
104,le,PRO,2,across23,0.023253124,0.004197531,,,,,,,,,
104,raison,NOU,3,across23,0.003566334,0.024923632,,,,,,,,,
104,tourmente,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
104,trop,ADV,5,across23,0.237261252,,,,,,,,,,
105,Des,PRP,1,across23,,0.04052333,,,,,,,,,
105,nous,PRO,2,across23,0.089536966,0.004197531,,,,,,,,,
105,gens,NOU,3,across23,0.003566334,0.024923632,,,,,,,,,
105,amènent,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
105,là,ADV,5,across23,0.237261252,,,,,,,,,,
106,Ce,PRO,1,across23,,0.261433368,,,,,,,,,
106,vous,PRO,2,across23,0.268426058,0.004197531,,,,,,,,,
106,bateau,NOU,3,across23,0.003566334,0.024923632,,,,,,,,,
106,convient,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
106,bien,ADV,5,across23,0.237261252,,,,,,,,,,
107,Ces,PRO,1,across23,,0.766592613,,,,,,,,,
107,sont,VER,2,across23,0.656324299,0.029218107,,,,,,,,,
107,feuilles,NOU,3,across23,0.040843302,0.024923632,,,,,,,,,
107,tombées,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
107,doucement,ADV,5,across23,0.237261252,,,,,,,,,,
108,Ces,PRO,1,across23,,0.261433368,,,,,,,,,
108,se,PRO,2,across23,0.268426058,0.004197531,,,,,,,,,
108,rayons,NOU,3,across23,0.003566334,0.024923632,,,,,,,,,
108,forment,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
108,ici,ADV,5,across23,0.237261252,,,,,,,,,,
109,Ses,DET,1,across23,,0.000971952,,,,,,,,,
109,ont,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
109,pieds,NOU,3,across23,0.040843302,0.024923632,,,,,,,,,
109,été,VER,4,across23,0.032714167,0.070952513,,,,,,,,,
109,soignés,VER,5,across23,0.067543454,,,,,,,,,,
110,Ses,DET,1,across23,,0.011635985,,,,,,,,,
110,me,PRO,2,across23,0.023253124,0.004197531,,,,,,,,,
110,mains,NOU,3,across23,0.003566334,0.024923632,,,,,,,,,
110,tiennent,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
110,tendrement,ADV,5,across23,0.237261252,,,,,,,,,,
111,Ses,DET,1,across23,,0.000971952,,,,,,,,,
111,sont,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
111,affaires,NOU,3,across23,0.040843302,0.154021609,,,,,,,,,
111,correctement,ADV,4,across23,0.115516126,0.06095529,,,,,,,,,
111,tenues,VER,5,across23,0.101409101,,,,,,,,,,
112,Mes,DET,1,across23,,0.000971952,,,,,,,,,
112,ont,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
112,livres,NOU,3,across23,0.040843302,0.024923632,,,,,,,,,
112,été,VER,4,across23,0.032714167,0.070952513,,,,,,,,,
112,lus,VER,5,across23,0.067543454,,,,,,,,,,
113,Ma,DET,1,across23,,0.000971952,,,,,,,,,
113,est,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
113,couette,NOU,3,across23,0.040843302,0.024923632,,,,,,,,,
113,lavée,VER,4,across23,0.032714167,0.430972389,,,,,,,,,
113,aujourd'hui,ADV,5,across23,0.237261252,,,,,,,,,,
114,Mes,DET,1,across23,,0.000971952,,,,,,,,,
114,ont,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
114,lettres,NOU,3,across23,0.040843302,0.024923632,,,,,,,,,
114,été,VER,4,across23,0.032714167,0.070952513,,,,,,,,,
114,envoyées,VER,5,across23,0.067543454,,,,,,,,,,
115,Ton,DET,1,across23,,0.000971952,,,,,,,,,
115,est,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
115,café,NOU,3,across23,0.040843302,0.024923632,,,,,,,,,
115,devenu,VER,4,across23,0.032714167,0.241223404,,,,,,,,,
115,froid,ADJ,5,across23,0.042561628,,,,,,,,,,
116,Ses,DET,1,across23,,0.000971952,,,,,,,,,
116,sont,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
116,fleurs,NOU,3,across23,0.040843302,0.024923632,,,,,,,,,
116,restées,VER,4,across23,0.032714167,0.241223404,,,,,,,,,
116,belles,ADJ,5,across23,0.042561628,,,,,,,,,,
117,Tes,DET,1,across23,,0.000971952,,,,,,,,,
117,ont,VER,2,across23,0.001619621,0.029218107,,,,,,,,,
