ID,Words,POS,Position,Condition,Prob of coming after,Prob of coming bef,,POSbef,Probbef,,POSaft,Probaft,,replace,for
179,portraits,NOU,2,within34,0.003566334,0.024923632,,,,,,,,,
179,représentent,VER,3,within34,0.032714167,0.123769827,,,,,,,,,
179,me,PRO,4,within34,0.141299319,0.045738295,,,,,,,,,
179,vraiment,ADV,5,within34,0.02264622,,,,,,,,,,
180,La,DET,1,within34,,0.555390947,,,,,,,,,
180,porte,NOU,2,within34,0.790606201,0.024923632,,,,,,,,,
180,ferme,VER,3,within34,0.032714167,0.123769827,,,,,,,,,
180,se,PRO,4,within34,0.141299319,0.004787234,,,,,,,,,
180,seule,ADJ,5,within34,0.00053495,,,,,,,,,,
181,Le,DET,1,within34,,0.555390947,,,,,,,,,
181,travail,NOU,2,within34,0.790606201,0.154021609,,,,,,,,,
181,beaucoup,ADV,3,within34,0.115516126,0.06095529,,,,,,,,,
181,avait,VER,4,within34,0.101409101,0.070952513,,,,,,,,,
181,fatigué,VER,5,within34,0.067543454,,,,,,,,,,
182,Les,DET,1,within34,,0.555390947,,,,,,,,,
182,oiseaux,NOU,2,within34,0.790606201,0.024923632,,,,,,,,,
182,sifflé,VER,3,within34,0.032714167,0.070952513,,,,,,,,,
182,ont,VER,4,within34,0.067543454,0.430972389,,,,,,,,,
182,joliment,ADV,5,within34,0.237261252,,,,,,,,,,
183,Un,DET,1,within34,,0.555390947,,,,,,,,,
183,papier,NOU,2,within34,0.790606201,0.024923632,,,,,,,,,
183,déchire,VER,3,within34,0.032714167,0.123769827,,,,,,,,,
183,se,PRO,4,within34,0.141299319,0.045738295,,,,,,,,,
183,ici,ADV,5,within34,0.02264622,,,,,,,,,,
184,Une,DET,1,within34,,0.555390947,,,,,,,,,
184,raison,NOU,2,within34,0.790606201,0.024923632,,,,,,,,,
184,tourmente,VER,3,within34,0.032714167,0.123769827,,,,,,,,,
184,le,PRO,4,within34,0.141299319,0.045738295,,,,,,,,,
184,trop,ADV,5,within34,0.02264622,,,,,,,,,,
185,Des,PRP,1,within34,,0.228559671,,,,,,,,,
185,gens,NOU,2,within34,0.39370683,0.024923632,,,,,,,,,
185,amènent,VER,3,within34,0.032714167,0.123769827,,,,,,,,,
185,nous,PRO,4,within34,0.141299319,0.045738295,,,,,,,,,
185,là,ADV,5,within34,0.02264622,,,,,,,,,,
186,Ce,PRO,1,within34,,0.004197531,,,,,,,,,
186,bateau,NOU,2,within34,0.003566334,0.024923632,,,,,,,,,
186,convient,VER,3,within34,0.032714167,0.123769827,,,,,,,,,
186,vous,PRO,4,within34,0.141299319,0.045738295,,,,,,,,,
186,bien,ADV,5,within34,0.02264622,,,,,,,,,,
187,Ces,PRO,1,within34,,0.004197531,,,,,,,,,
187,feuilles,NOU,2,within34,0.003566334,0.024923632,,,,,,,,,
187,tombées,VER,3,within34,0.032714167,0.070952513,,,,,,,,,
187,sont,VER,4,within34,0.067543454,0.430972389,,,,,,,,,
187,doucement,ADV,5,within34,0.237261252,,,,,,,,,,
188,Ces,PRO,1,within34,,0.004197531,,,,,,,,,
188,rayons,NOU,2,within34,0.003566334,0.024923632,,,,,,,,,
188,forment,VER,3,within34,0.032714167,0.123769827,,,,,,,,,
188,se,PRO,4,within34,0.141299319,0.045738295,,,,,,,,,
188,ici,ADV,5,within34,0.02264622,,,,,,,,,,
189,Ses,DET,1,within34,,0.555390947,,,,,,,,,
189,pieds,NOU,2,within34,0.790606201,0.024923632,,,,,,,,,
189,été,VER,3,within34,0.032714167,0.070952513,,,,,,,,,
189,ont,VER,4,within34,0.067543454,0.070952513,,,,,,,,,
189,soignés,VER,5,within34,0.067543454,,,,,,,,,,
190,Ses,DET,1,within34,,0.555390947,,,,,,,,,
190,mains,NOU,2,within34,0.790606201,0.024923632,,,,,,,,,
190,tiennent,VER,3,within34,0.032714167,0.123769827,,,,,,,,,
190,me,PRO,4,within34,0.141299319,0.045738295,,,,,,,,,
190,tendrement,ADV,5,within34,0.02264622,,,,,,,,,,
191,Ses,DET,1,within34,,0.555390947,,,,,,,,,
191,affaires,NOU,2,within34,0.790606201,0.154021609,,,,,,,,,
191,correctement,ADV,3,within34,0.115516126,0.06095529,,,,,,,,,
191,sont,VER,4,within34,0.101409101,0.070952513,,,,,,,,,
191,tenues,VER,5,within34,0.067543454,,,,,,,,,,
192,Mes,DET,1,within34,,0.555390947,,,,,,,,,
192,livres,NOU,2,within34,0.790606201,0.024923632,,,,,,,,,
192,été,VER,3,within34,0.032714167,0.070952513,,,,,,,,,
192,ont,VER,4,within34,0.067543454,0.070952513,,,,,,,,,
192,lus,VER,5,within34,0.067543454,,,,,,,,,,
193,Ma,DET,1,within34,,0.555390947,,,,,,,,,
193,couette,NOU,2,within34,0.790606201,0.024923632,,,,,,,,,
193,lavée,VER,3,within34,0.032714167,0.070952513,,,,,,,,,
193,est,VER,4,within34,0.067543454,0.430972389,,,,,,,,,
193,aujourd'hui,ADV,5,within34,0.237261252,,,,,,,,,,
194,Mes,DET,1,within34,,0.555390947,,,,,,,,,
194,lettres,NOU,2,within34,0.790606201,0.024923632,,,,,,,,,
194,été,VER,3,within34,0.032714167,0.070952513,,,,,,,,,
194,ont,VER,4,within34,0.067543454,0.070952513,,,,,,,,,
194,envoyées,VER,5,within34,0.067543454,,,,,,,,,,
195,Ton,DET,1,within34,,0.555390947,,,,,,,,,
195,café,NOU,2,within34,0.790606201,0.024923632,,,,,,,,,
195,devenu,VER,3,within34,0.032714167,0.070952513,,,,,,,,,
195,est,VER,4,within34,0.067543454,0.241223404,,,,,,,,,
195,froid,ADJ,5,within34,0.042561628,,,,,,,,,,
196,Ses,DET,1,within34,,0.555390947,,,,,,,,,
196,fleurs,NOU,2,within34,0.790606201,0.024923632,,,,,,,,,
196,restées,VER,3,within34,0.032714167,0.070952513,,,,,,,,,
196,sont,VER,4,within34,0.067543454,0.241223404,,,,,,,,,
196,belles,ADJ,5,within34,0.042561628,,,,,,,,,,
197,Tes,DET,1,within34,,0.555390947,,,,,,,,,
197,cheveux,NOU,2,within34,0.790606201,0.024923632,,,,,,,,,
197,été,VER,3,within34,0.032714167,0.070952513,,,,,,,,,
197,ont,VER,4,within34,0.067543454,0.070952513,,,,,,,,,
197,mouillés,VER,5,within34,0.067543454,,,,,,,,,,
198,Plusieurs,PRO,1,within34,,0.004197531,,,,,,,,,
198,ours,NOU,2,within34,0.003566334,0.024923632,,,,,,,,,
198,sont,VER,3,within34,0.032714167,0.123769827,,,,,,,,,
198,se,PRO,4,within34,0.141299319,0.766592613,,,,,,,,,
198,bousculés,VER,5,within34,0.656324299,,,,,,,,,,
199,Une,DET,1,within34,,0.555390947,,,,,,,,,
199,montagne,NOU,2,within34,0.790606201,0.024923632,,,,,,,,,
199,monte,VER,3,within34,0.032714167,0.123769827,,,,,,,,,
199,se,PRO,4,within34,0.141299319,0.045738295,,,,,,,,,
199,péniblement,ADV,5,within34,0.02264622,,,,,,,,,,
200,Le,DET,1,within34,,0.555390947,,,,,,,,,
200,chaton,NOU,2,within34,0.790606201,0.154021609,,,,,,,,,
200,bien,ADV,3,within34,0.115516126,0.06095529,,,,,,,,,
200,avait,VER,4,within34,0.101409101,0.070952513,,,,,,,,,
200,grandi,VER,5,within34,0.067543454,,,,,,,,,,
201,Parfois,ADV,1,across34,,0.098520992,,,,,,,,,
201,ton,DET,2,across34,0.095403095,0.000971952,,,,,,,,,
201,est,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
201,arbre,NOU,4,across34,0.040843302,0.202393617,,,,,,,,,
201,mignon,ADJ,5,across34,0.050827095,,,,,,,,,,
202,Souvent,ADV,1,across34,,0.098520992,,,,,,,,,
202,la,DET,2,across34,0.095403095,0.000971952,,,,,,,,,
202,coule,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
202,rivière,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
202,doucement,ADV,5,across34,0.115516126,,,,,,,,,,
203,Quand,CON,1,across34,,0.069895038,,,,,,,,,
203,les,DET,2,across34,0.098636593,0.000971952,,,,,,,,,
203,sont,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
203,cascades,NOU,4,across34,0.040843302,0.202393617,,,,,,,,,
203,bruyantes,ADJ,5,across34,0.050827095,,,,,,,,,,
204,Lorsque,CON,1,across34,,0.069895038,,,,,,,,,
204,le,DET,2,across34,0.098636593,0.000971952,,,,,,,,,
204,dort,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
204,mouton,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
204,longtemps,ADV,5,across34,0.115516126,,,,,,,,,,
205,Alors,ADV,1,across34,,0.122148894,,,,,,,,,
205,cette,PRO,2,across34,0.243705244,0.766592613,,,,,,,,,
205,tourne,VER,3,across34,0.656324299,0.029218107,,,,,,,,,
205,horloge,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
205,mal,ADV,5,across34,0.115516126,,,,,,,,,,
206,Comme,ADV,1,across34,,0.122148894,,,,,,,,,
206,ces,PRO,2,across34,0.243705244,0.766592613,,,,,,,,,
206,collent,VER,3,across34,0.656324299,0.029218107,,,,,,,,,
206,affiches,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
206,bien,ADV,5,across34,0.115516126,,,,,,,,,,
207,Et,CON,1,across34,,0.069895038,,,,,,,,,
207,un,DET,2,across34,0.098636593,0.000971952,,,,,,,,,
207,fatigue,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
207,trajet,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
207,tellement,ADV,5,across34,0.115516126,,,,,,,,,,
208,Donc,ADV,1,across34,,0.098520992,,,,,,,,,
208,une,DET,2,across34,0.095403095,0.000971952,,,,,,,,,
208,mange,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
208,girafe,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
208,peu,ADV,5,across34,0.115516126,,,,,,,,,,
209,Ainsi,ADV,1,across34,,0.098520992,,,,,,,,,
209,les,DET,2,across34,0.095403095,0.000971952,,,,,,,,,
209,dessinent,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
209,enfants,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
209,calmement,ADV,5,across34,0.115516126,,,,,,,,,,
210,Et,CON,1,across34,,0.172860947,,,,,,,,,
210,certains,PRO,2,across34,0.502608988,0.766592613,,,,,,,,,
210,vivent,VER,3,across34,0.656324299,0.029218107,,,,,,,,,
210,animaux,NOU,4,across34,0.040843302,0.202393617,,,,,,,,,
210,vieux,ADJ,5,across34,0.050827095,,,,,,,,,,
211,Or,NOU,1,across34,,0.147968044,,,,,,,,,
211,plusieurs,PRO,2,across34,0.231217078,0.766592613,,,,,,,,,
211,passent,VER,3,across34,0.656324299,0.029218107,,,,,,,,,
211,rats,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
211,souvent,ADV,5,across34,0.115516126,,,,,,,,,,
212,Car,CON,1,across34,,0.172860947,,,,,,,,,
212,quelques,PRO,2,across34,0.502608988,0.766592613,,,,,,,,,
212,sortent,VER,3,across34,0.656324299,0.029218107,,,,,,,,,
212,papillons,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
212,ici,ADV,5,across34,0.115516126,,,,,,,,,,
213,Aussi,ADV,1,across34,,0.098520992,,,,,,,,,
213,les,DET,2,across34,0.095403095,0.000971952,,,,,,,,,
213,ferment,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
213,vestes,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
213,mal,ADV,5,across34,0.115516126,,,,,,,,,,
214,Enfin,ADV,1,across34,,0.122148894,,,,,,,,,
214,cet,PRO,2,across34,0.243705244,0.766592613,,,,,,,,,
214,range,VER,3,across34,0.656324299,0.029218107,,,,,,,,,
214,ogre,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
214,bien,ADV,5,across34,0.115516126,,,,,,,,,,
215,Puisque,CON,1,across34,,0.069895038,,,,,,,,,
215,ses,DET,2,across34,0.098636593,0.000971952,,,,,,,,,
215,sont,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
215,travaux,NOU,4,across34,0.040843302,0.202393617,,,,,,,,,
215,chers,ADJ,5,across34,0.050827095,,,,,,,,,,
216,Ensuite,ADV,1,across34,,0.098520992,,,,,,,,,
216,son,DET,2,across34,0.095403095,0.000971952,,,,,,,,,
216,semble,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
216,bureau,NOU,4,across34,0.040843302,0.202393617,,,,,,,,,
216,propre,ADJ,5,across34,0.050827095,,,,,,,,,,
217,Néanmoins,ADV,1,across34,,0.098520992,,,,,,,,,
217,les,DET,2,across34,0.095403095,0.000971952,,,,,,,,,
217,sont,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
217,enceintes,NOU,4,across34,0.040843302,0.202393617,,,,,,,,,
217,rondes,ADJ,5,across34,0.050827095,,,,,,,,,,
218,Puis,ADV,1,across34,,0.122148894,,,,,,,,,
218,ces,PRO,2,across34,0.243705244,0.766592613,,,,,,,,,
218,poussent,VER,3,across34,0.656324299,0.029218107,,,,,,,,,
218,fleurs,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
218,vite,ADV,5,across34,0.115516126,,,,,,,,,,
219,Pourtant,ADV,1,across34,,0.122148894,,,,,,,,,
219,cet,PRO,2,across34,0.243705244,0.766592613,,,,,,,,,
219,est,VER,3,across34,0.656324299,0.029218107,,,,,,,,,
219,homme,NOU,4,across34,0.040843302,0.202393617,,,,,,,,,
219,mystérieux,ADJ,5,across34,0.050827095,,,,,,,,,,
220,Aussi,ADV,1,across34,,0.098520992,,,,,,,,,
220,son,DET,2,across34,0.095403095,0.000971952,,,,,,,,,
220,sert,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
220,livre,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
220,parfois,ADV,5,across34,0.115516126,,,,,,,,,,
221,Toutefois,ADV,1,across34,,0.098520992,,,,,,,,,
221,le,DET,2,across34,0.095403095,0.000971952,,,,,,,,,
221,devient,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
221,loup,NOU,4,across34,0.040843302,0.202393617,,,,,,,,,
221,libre,ADJ,5,across34,0.050827095,,,,,,,,,,
222,Sinon,CON,1,across34,,0.069895038,,,,,,,,,
222,une,DET,2,across34,0.098636593,0.000971952,,,,,,,,,
222,éblouit,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
222,lumière,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
222,moins,ADV,5,across34,0.115516126,,,,,,,,,,
223,Cependant,ADV,1,across34,,0.122148894,,,,,,,,,
223,cette,PRO,2,across34,0.243705244,0.766592613,,,,,,,,,
223,est,VER,3,across34,0.656324299,0.029218107,,,,,,,,,
223,robe,NOU,4,across34,0.040843302,0.202393617,,,,,,,,,
223,classique,ADJ,5,across34,0.050827095,,,,,,,,,,
224,Vraiment,ADV,1,across34,,0.122148894,,,,,,,,,
224,ce,PRO,2,across34,0.243705244,0.766592613,,,,,,,,,
224,mange,VER,3,across34,0.656324299,0.029218107,,,,,,,,,
224,cochon,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
224,lentement,ADV,5,across34,0.115516126,,,,,,,,,,
225,Si,ADV,1,across34,,0.098520992,,,,,,,,,
225,tes,DET,2,across34,0.095403095,0.000971952,,,,,,,,,
225,sont,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
225,clés,NOU,4,across34,0.040843302,0.024923632,,,,,,,,,
225,rouillées,VER,5,across34,0.032714167,,,,,,,,,,
226,Ainsi,ADV,1,across34,,0.098520992,,,,,,,,,
226,un,DET,2,across34,0.095403095,0.000971952,,,,,,,,,
226,cache,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
226,mur,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
226,tout,ADV,5,across34,0.115516126,,,,,,,,,,
227,Enfin,ADV,1,across34,,0.098520992,,,,,,,,,
227,les,DET,2,across34,0.095403095,0.000971952,,,,,,,,,
227,cuisent,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
227,biscuits,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
227,rapidement,ADV,5,across34,0.115516126,,,,,,,,,,
228,Finalement,ADV,1,across34,,0.098520992,,,,,,,,,
228,la,DET,2,across34,0.095403095,0.000971952,,,,,,,,,
228,est,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
228,ville,NOU,4,across34,0.040843302,0.202393617,,,,,,,,,
228,vide,ADJ,5,across34,0.050827095,,,,,,,,,,
229,Or,CON,1,across34,,0.069895038,,,,,,,,,
229,le,DET,2,across34,0.098636593,0.000971952,,,,,,,,,
229,travaille,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
229,lutin,NOU,4,across34,0.040843302,0.202393617,,,,,,,,,
229,seul,ADJ,5,across34,0.050827095,,,,,,,,,,
230,Alors,ADV,1,across34,,0.122148894,,,,,,,,,
230,ce,PRO,2,across34,0.243705244,0.766592613,,,,,,,,,
230,glisse,VER,3,across34,0.656324299,0.029218107,,,,,,,,,
230,toit,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
230,fortement,ADV,5,across34,0.115516126,,,,,,,,,,
231,Comme,ADV,1,across34,,0.098520992,,,,,,,,,
231,une,DET,2,across34,0.095403095,0.000971952,,,,,,,,,
231,annonce,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
231,heure,NOU,4,across34,0.040843302,0.147968044,,,,,,,,,
231,cela,PRO,5,across34,0.231217078,,,,,,,,,,
232,Des,PRP,1,across34,,0.108244681,,,,,,,,,
232,grosses,ADJ,2,across34,0.013558455,0.001457928,,,,,,,,,
232,tombent,VER,3,across34,0.007482014,0.029218107,,,,,,,,,
232,tomates,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
232,pourtant,ADV,5,across34,0.115516126,,,,,,,,,,
233,Puis,ADV,1,across34,,0.098520992,,,,,,,,,
233,un,DET,2,across34,0.095403095,0.000971952,,,,,,,,,
233,casse,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
233,lion,NOU,4,across34,0.040843302,0.147968044,,,,,,,,,
233,ceci,PRO,5,across34,0.231217078,,,,,,,,,,
234,Car,CON,1,across34,,0.172860947,,,,,,,,,
234,cette,PRO,2,across34,0.502608988,0.766592613,,,,,,,,,
234,sent,VER,3,across34,0.656324299,0.029218107,,,,,,,,,
234,feuille,NOU,4,across34,0.040843302,0.202393617,,,,,,,,,
234,bon,ADJ,5,across34,0.050827095,,,,,,,,,,
235,Si,CON,1,across34,,0.069895038,,,,,,,,,
235,ses,DET,2,across34,0.098636593,0.000971952,,,,,,,,,
235,sont,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
235,chaussettes,NOU,4,across34,0.040843302,0.202393617,,,,,,,,,
235,identiques,ADJ,5,across34,0.050827095,,,,,,,,,,
236,Sinon,CON,1,across34,,0.069895038,,,,,,,,,
236,son,DET,2,across34,0.098636593,0.000971952,,,,,,,,,
236,devient,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
236,papier,NOU,4,across34,0.040843302,0.202393617,,,,,,,,,
236,transparent,ADJ,5,across34,0.050827095,,,,,,,,,,
237,Mais,CON,1,across34,,0.069895038,,,,,,,,,
237,ta,DET,2,across34,0.098636593,0.000971952,,,,,,,,,
237,sera,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
237,vitre,NOU,4,across34,0.040843302,0.024923632,,,,,,,,,
237,réparée,VER,5,across34,0.032714167,,,,,,,,,,
238,Donc,ADV,1,across34,,0.098520992,,,,,,,,,
238,ses,DET,2,across34,0.095403095,0.000971952,,,,,,,,,
238,étaient,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
238,voisins,NOU,4,across34,0.040843302,0.202393617,,,,,,,,,
238,proches,ADJ,5,across34,0.050827095,,,,,,,,,,
239,Quand,CON,1,across34,,0.172860947,,,,,,,,,
239,certains,PRO,2,across34,0.502608988,0.766592613,,,,,,,,,
239,chantent,VER,3,across34,0.656324299,0.029218107,,,,,,,,,
239,oiseaux,NOU,4,across34,0.040843302,0.202393617,,,,,,,,,
239,faux,ADJ,5,across34,0.050827095,,,,,,,,,,
240,Lorsque,CON,1,across34,,0.069895038,,,,,,,,,
240,sa,DET,2,across34,0.098636593,0.000971952,,,,,,,,,
240,sonne,VER,3,across34,0.001619621,0.029218107,,,,,,,,,
240,guitare,NOU,4,across34,0.040843302,0.154021609,,,,,,,,,
240,fort,ADV,5,across34,0.115516126,,,,,,,,,,
