Words,Lg10CD,dominant.pos,POS
aankomen,3.0414,WW,VER
hielp,3.041,WW,VER
leider,3.0406,N,NOU
duizenden,3.0406,N,NOU
stukken,3.0406,N,NOU
drank,3.0402,N,NOU
vis,3.0398,N,NOU
ideeën,3.0398,N,NOU
verborgen,3.0394,WW,VER
honden,3.039,N,NOU
belang,3.039,N,NOU
m,3.0386,N,NOU
leerde,3.0386,WW,VER
eenvoudig,3.0386,ADJ,ADJ
achtergelaten,3.0386,WW,VER
bak,3.037,N,NOU
rotzooi,3.0362,N,NOU
duivel,3.0358,N,NOU
klanten,3.0358,N,NOU
akkoord,3.0354,ADJ,ADJ
ma,3.0342,N,NOU
fouten,3.0342,N,NOU
netjes,3.0338,ADJ,ADJ
verstopt,3.0334,WW,VER
aannemen,3.0326,WW,VER
volle,3.0314,ADJ,ADJ
kwestie,3.0314,N,NOU
gezond,3.031,ADJ,ADJ
show,3.0306,N,NOU
missie,3.0298,N,NOU
computer,3.0286,N,NOU
gedachte,3.0286,N,NOU
groeten,3.0282,N,NOU
test,3.0273,N,NOU
beslissen,3.0273,WW,VER
gekeken,3.0273,WW,VER
vrijdag,3.0269,N,NOU
droeg,3.0265,WW,VER
gaven,3.0261,WW,VER
ontmoette,3.0261,WW,VER
bereikt,3.0257,WW,VER
moeders,3.0253,N,NOU
raden,3.0253,WW,VER
brand,3.0249,N,NOU
gekend,3.0249,WW,VER
john,3.0245,N,NOU
eigenaar,3.0245,N,NOU
favoriete,3.0245,ADJ,ADJ
woonde,3.0241,WW,VER
overkomt,3.0241,WW,VER
r,3.0237,N,NOU
moorden,3.0237,N,NOU
zonde,3.0237,N,NOU
motor,3.0233,N,NOU
opgeven,3.0233,WW,VER
jagen,3.022,WW,VER
vloer,3.022,N,NOU
blijkt,3.022,WW,VER
wit,3.0216,ADJ,ADJ
terugkomt,3.0216,WW,VER
operatie,3.0212,N,NOU
achterlaten,3.0212,WW,VER
heilige,3.0208,ADJ,ADJ
voorlopig,3.0199,ADJ,ADJ
gevecht,3.0195,N,NOU
procent,3.0195,N,NOU
reizen,3.0191,WW,VER
streek,3.0191,N,NOU
schade,3.0191,N,NOU
schip,3.0187,N,NOU
steun,3.0183,N,NOU
publiek,3.0175,N,NOU
top,3.0175,N,NOU
vanmiddag,3.0175,BW,ADV
carrière,3.017,N,NOU
tante,3.0166,N,NOU
zomer,3.0166,N,NOU
lieg,3.0158,WW,VER
doorheen,3.0158,VZ,PRP
sterf,3.0154,WW,VER
ster,3.0145,N,NOU
verloor,3.0145,WW,VER
restaurant,3.0141,N,NOU
melk,3.0133,N,NOU
deuren,3.0128,N,NOU
slachtoffers,3.0124,N,NOU
talent,3.0124,N,NOU
herken,3.0124,WW,VER
schreeuwen,3.012,WW,VER
schrikken,3.012,WW,VER
opzoeken,3.012,WW,VER
telefoontje,3.0111,N,NOU
aanvallen,3.0107,WW,VER
neuken,3.0099,WW,VER
herinnert,3.0099,WW,VER
knappe,3.0099,ADJ,ADJ
saai,3.0095,ADJ,ADJ
logisch,3.0095,ADJ,ADJ
tegelijk,3.0095,BW,ADV
bedoeld,3.0095,WW,VER
behandelen,3.009,WW,VER
cent,3.0082,N,NOU
interesse,3.0082,N,NOU
schrijft,3.0077,WW,VER
landen,3.0069,N,NOU
energie,3.0069,N,NOU
bidden,3.0069,WW,VER
eenzaam,3.0069,ADJ,ADJ
daarheen,3.0069,BW,ADV
eng,3.0065,ADJ,ADJ
gelul,3.006,N,NOU
leefde,3.006,WW,VER
daarin,3.006,BW,ADV
blauw,3.0056,ADJ,ADJ
verdien,3.0056,WW,VER
arresteren,3.0052,WW,VER
ruik,3.0048,WW,VER
telt,3.0048,WW,VER
nogmaals,3.0043,BW,ADV
lekkere,3.0039,ADJ,ADJ
vaarwel,3.003,ADJ,ADJ
goud,3.0026,N,NOU
vissen,3.0026,N,NOU
laag,3.0026,ADJ,ADJ
blind,3.0017,ADJ,ADJ
normale,3.0013,ADJ,ADJ
stelletje,3.0009,N,NOU
hang,3.0009,WW,VER
post,3.0004,N,NOU
miljoenen,3.0004,N,NOU
dwars,3.0004,ADJ,ADJ
koken,3,WW,VER
slaapkamer,2.9996,N,NOU
ring,2.9987,N,NOU
smaak,2.9987,N,NOU
lid,2.9983,N,NOU
nachtmerrie,2.9983,N,NOU
neef,2.9978,N,NOU
officieel,2.9978,ADJ,ADJ
zwemmen,2.9974,WW,VER
drinkt,2.9974,WW,VER
kat,2.9969,N,NOU
doos,2.9965,N,NOU
klap,2.9965,N,NOU
bovendien,2.9965,BW,ADV
dossier,2.9961,N,NOU
echtgenoot,2.9961,N,NOU
dertig,2.9961,ADJ,ADJ
trut,2.9956,N,NOU
tuin,2.9956,N,NOU
besluit,2.9956,N,NOU
gespeeld,2.9952,WW,VER
waarschuwen,2.9952,WW,VER
geldt,2.9948,WW,VER
bos,2.9943,N,NOU
redenen,2.9943,N,NOU
jack,2.9939,N,NOU
biertje,2.9939,N,NOU
toegang,2.9939,N,NOU
aanbieden,2.993,WW,VER
verdachte,2.9921,N,NOU
prettige,2.9921,ADJ,ADJ
moeilijke,2.9921,ADJ,ADJ
welnee,2.9917,INT,INT
opgesloten,2.9908,WW,VER
schitterend,2.9903,ADJ,ADJ
daarbij,2.9903,BW,ADV
sexy,2.9899,ADJ,ADJ
toegeven,2.9899,WW,VER
aanraken,2.9894,WW,VER
ernaar,2.9894,BW,ADV
voorbeeld,2.989,N,NOU
waardeer,2.989,WW,VER
vijanden,2.9881,N,NOU
soldaten,2.9877,N,NOU
dans,2.9877,N,NOU
wegens,2.9877,VZ,PRP
verantwoordelijkheid,2.9877,N,NOU
ontdekken,2.9877,WW,VER
afdeling,2.9863,N,NOU
geheimen,2.9863,N,NOU
code,2.9859,N,NOU
rijke,2.9859,ADJ,ADJ
minstens,2.9859,BW,ADV
opgewonden,2.9854,WW,VER
begrafenis,2.985,N,NOU
lef,2.985,N,NOU
maan,2.9845,N,NOU
omgeving,2.9845,N,NOU
trok,2.9845,WW,VER
hoelang,2.9841,BW,ADV
aanwezig,2.9836,ADJ,ADJ
strand,2.9832,N,NOU
ziekte,2.9827,N,NOU
graf,2.9827,N,NOU
toeval,2.9827,N,NOU
behandeld,2.9827,WW,VER
klootzakken,2.9809,N,NOU
gedag,2.9809,N,NOU
daardoor,2.9809,BW,ADV
papier,2.9805,N,NOU
wassen,2.9805,WW,VER
dorp,2.98,N,NOU
kast,2.98,N,NOU
vrees,2.98,WW,VER
pers,2.9795,N,NOU
sterren,2.9795,N,NOU
schot,2.9791,N,NOU
kust,2.9791,N,NOU
omstandigheden,2.9791,N,NOU
overtuigd,2.9791,WW,VER
universiteit,2.9786,N,NOU
wed,2.9786,WW,VER
knieën,2.9782,N,NOU
hierin,2.9777,BW,ADV
opgenomen,2.9773,WW,VER
zojuist,2.9768,BW,ADV
onthouden,2.9768,WW,VER
hersens,2.9763,N,NOU
bewaren,2.9759,WW,VER
verderop,2.975,BW,ADV
daaraan,2.9736,BW,ADV
medicijnen,2.9731,N,NOU
pik,2.9727,WW,VER
programma,2.9722,N,NOU
klant,2.9722,N,NOU
pot,2.9722,N,NOU
duurde,2.9722,WW,VER
toestand,2.9717,N,NOU
brood,2.9713,N,NOU
ophangen,2.9708,WW,VER
kaarten,2.9703,N,NOU
medelijden,2.9703,N,NOU
melden,2.9703,WW,VER
maakten,2.9703,WW,VER
ontzettend,2.9699,ADJ,ADJ
sliep,2.9699,WW,VER
stonden,2.9699,WW,VER
kunst,2.9694,N,NOU
hersenen,2.9694,N,NOU
gescheiden,2.9694,WW,VER
dubbele,2.9694,ADJ,ADJ
ellende,2.9685,N,NOU
vanochtend,2.968,BW,ADV
tellen,2.968,WW,VER
tong,2.9675,N,NOU
slimme,2.9675,ADJ,ADJ
stemmen,2.9671,N,NOU
prettig,2.9671,ADJ,ADJ
verslaan,2.9661,WW,VER
lieten,2.9661,WW,VER
buren,2.9657,N,NOU
verbrand,2.9652,WW,VER
jeugd,2.9652,N,NOU
gebouwd,2.9652,WW,VER
klus,2.9647,N,NOU
badkamer,2.9643,N,NOU
breekt,2.9643,WW,VER
wensen,2.9638,N,NOU
amper,2.9638,BW,ADV
vijftien,2.9628,ADJ,ADJ
gaaf,2.9624,ADJ,ADJ
grijp,2.9624,WW,VER
vinger,2.9619,N,NOU
hoefde,2.9619,WW,VER
lelijk,2.9614,ADJ,ADJ
vervangen,2.9614,WW,VER
he,2.9609,INT,INT
aangevallen,2.9609,WW,VER
gewaarschuwd,2.9605,WW,VER
zaterdag,2.96,N,NOU
broers,2.96,N,NOU
schattig,2.96,ADJ,ADJ
verstoppen,2.96,WW,VER
soldaat,2.9595,N,NOU
maandag,2.9595,N,NOU
bescherming,2.9595,N,NOU
zondag,2.959,N,NOU
verslagen,2.959,WW,VER
vormen,2.959,WW,VER
redelijk,2.9586,ADJ,ADJ
opa,2.9581,N,NOU
appartement,2.9581,N,NOU
proces,2.9576,N,NOU
alarm,2.9571,N,NOU
nat,2.9571,ADJ,ADJ
menselijk,2.9571,ADJ,ADJ
keel,2.9571,N,NOU
vliegt,2.9571,WW,VER
ruiken,2.9571,WW,VER
terrein,2.9566,N,NOU
londen,2.9562,N,NOU
rapport,2.9562,N,NOU
dichter,2.9562,ADJ,ADJ
durft,2.9557,WW,VER
kip,2.9552,N,NOU
veroorzaakt,2.9552,WW,VER
gezellig,2.9552,ADJ,ADJ
grens,2.9547,N,NOU
leest,2.9542,WW,VER
verdomd,2.9533,WW,VER
jongeman,2.9533,N,NOU
la,2.9528,N,NOU
gaande,2.9528,WW,VER
meedoen,2.9528,WW,VER
belangrijker,2.9528,ADJ,ADJ
steen,2.9523,N,NOU
huur,2.9523,N,NOU
wedden,2.9523,WW,VER
pauze,2.9513,N,NOU
accepteren,2.9513,WW,VER
basis,2.9509,N,NOU
huizen,2.9509,N,NOU
wijze,2.9509,N,NOU
opgelost,2.9509,WW,VER
bleek,2.9509,WW,VER
buik,2.9504,N,NOU
lig,2.9504,WW,VER
waarschuw,2.9504,WW,VER
vernietigd,2.9494,WW,VER
gouden,2.9484,ADJ,ADJ
genade,2.9484,N,NOU
bezoeken,2.9479,WW,VER
zwijgen,2.9479,WW,VER
hoed,2.9469,N,NOU
naakt,2.9469,ADJ,ADJ
verkoopt,2.9469,WW,VER
rechten,2.9465,N,NOU
spelletjes,2.9465,N,NOU
haalde,2.9465,WW,VER
aanbod,2.9455,N,NOU
borst,2.9455,N,NOU
zette,2.9455,WW,VER
kogels,2.945,N,NOU
menselijke,2.945,ADJ,ADJ
tweeën,2.945,ADJ,ADJ
gepleegd,2.9445,WW,VER
namelijk,2.9445,BW,ADV
voorstel,2.944,N,NOU
bergen,2.9435,N,NOU
cadeau,2.9435,N,NOU
vlieg,2.9435,WW,VER
groene,2.9435,ADJ,ADJ
bord,2.9435,N,NOU
plegen,2.9435,WW,VER
tel,2.9435,WW,VER
voedsel,2.9425,N,NOU
geintje,2.9425,N,NOU
omgaan,2.9425,WW,VER
kloppen,2.9425,WW,VER
merken,2.9425,WW,VER
onszelf,2.9415,VNW,PRO
allerlei,2.9415,ADJ,ADJ
liedje,2.941,N,NOU
haten,2.941,WW,VER
stopte,2.941,WW,VER
handel,2.9405,N,NOU
teleurgesteld,2.9405,WW,VER
stoor,2.94,WW,VER
noorden,2.9395,N,NOU
gewild,2.9395,WW,VER
hekel,2.939,N,NOU
smerig,2.939,ADJ,ADJ
excuus,2.9385,N,NOU
champagne,2.938,N,NOU
besef,2.938,WW,VER
grotere,2.938,ADJ,ADJ
genezen,2.9375,WW,VER
verdedigen,2.9375,WW,VER
opgepakt,2.9375,WW,VER
aangezien,2.9375,VG,CON
ongerust,2.9375,ADJ,ADJ
generaal,2.937,N,NOU
blanke,2.937,ADJ,ADJ
bekeken,2.937,WW,VER
smerige,2.9365,ADJ,ADJ
waardeloos,2.936,ADJ,ADJ
beters,2.936,ADJ,ADJ
wandelen,2.935,WW,VER
ramp,2.935,N,NOU
sir,2.9345,N,NOU
krachten,2.9345,N,NOU
ontslag,2.9345,N,NOU
liefste,2.934,ADJ,ADJ
lichten,2.934,N,NOU
groeien,2.934,WW,VER
reactie,2.934,N,NOU
lossen,2.934,WW,VER
letten,2.9335,WW,VER
beveiliging,2.933,N,NOU
leugens,2.933,N,NOU
waarde,2.933,N,NOU
lijf,2.933,N,NOU
dienen,2.9325,WW,VER
studeren,2.932,WW,VER
testen,2.932,WW,VER
verbonden,2.932,WW,VER
daarop,2.932,BW,ADV
hemelsnaam,2.9315,N,NOU
plicht,2.9315,N,NOU
weggaat,2.9315,WW,VER
ongelofelijk,2.9309,ADJ,ADJ
moge,2.9309,WW,VER
verzoek,2.9309,N,NOU
leugen,2.9304,N,NOU
puur,2.9304,ADJ,ADJ
vermist,2.9299,WW,VER
controleer,2.9299,WW,VER
zielig,2.9299,ADJ,ADJ
parijs,2.9289,N,NOU
vergist,2.9289,WW,VER
gesteld,2.9289,WW,VER
meegaan,2.9284,WW,VER
gezondheid,2.9274,N,NOU
eindigen,2.9274,WW,VER
vergadering,2.9269,N,NOU
storen,2.9269,WW,VER
medische,2.9263,ADJ,ADJ
kocht,2.9263,WW,VER
verandering,2.9263,N,NOU
bedenk,2.9258,WW,VER
films,2.9253,N,NOU
bende,2.9253,N,NOU
walgelijk,2.9253,ADJ,ADJ
muren,2.9248,N,NOU
beweegt,2.9248,WW,VER
vierde,2.9243,ADJ,ADJ
getekend,2.9243,WW,VER
gedeelte,2.9243,N,NOU
aangekomen,2.9238,WW,VER
komende,2.9232,WW,VER
hartstikke,2.9227,BW,ADV
las,2.9227,WW,VER
gepland,2.9227,WW,VER
kaartje,2.9222,N,NOU
groen,2.9222,ADJ,ADJ
genaamd,2.9222,WW,VER
voldoende,2.9222,ADJ,ADJ
stinkt,2.9222,WW,VER
sigaret,2.9217,N,NOU
vals,2.9217,ADJ,ADJ
mogelijkheid,2.9217,N,NOU
vlakbij,2.9212,BW,ADV
kelder,2.9206,N,NOU
wegkomt,2.9206,WW,VER
onthoud,2.9206,WW,VER
vuil,2.9206,ADJ,ADJ
dringend,2.9206,ADJ,ADJ
brug,2.9201,N,NOU
meerdere,2.9201,VNW,PRO
verwachtte,2.9201,WW,VER
vliegveld,2.9196,N,NOU
bomen,2.9196,N,NOU
beroep,2.9196,N,NOU
herinneringen,2.9191,N,NOU
stelde,2.9191,WW,VER
stof,2.9186,N,NOU
wild,2.9186,ADJ,ADJ
idioten,2.9186,N,NOU
meester,2.917,N,NOU
geheel,2.917,N,NOU
zekere,2.917,ADJ,ADJ
verhuizen,2.9165,WW,VER
wijzen,2.9165,WW,VER
valse,2.9159,ADJ,ADJ
verband,2.9154,N,NOU
begreep,2.9154,WW,VER
daarover,2.9154,BW,ADV
verdriet,2.9149,N,NOU
teruggaan,2.9149,WW,VER
vermoordde,2.9143,WW,VER
volkomen,2.9143,ADJ,ADJ
voort,2.9143,BW,ADV
berg,2.9138,N,NOU
elf,2.9133,ADJ,ADJ
oefenen,2.9133,WW,VER
verstandig,2.9133,ADJ,ADJ
mankeert,2.9128,WW,VER
voorgoed,2.9128,BW,ADV
flauw,2.9128,ADJ,ADJ
overtuigen,2.9122,WW,VER
chauffeur,2.9112,N,NOU
bevelen,2.9112,N,NOU
stijl,2.9112,N,NOU
zacht,2.9112,ADJ,ADJ
pakte,2.9112,WW,VER
politiek,2.9106,N,NOU
eindigt,2.9106,WW,VER
gegevens,2.9101,N,NOU
geheugen,2.9096,N,NOU
roept,2.9096,WW,VER
gevaarlijke,2.9096,ADJ,ADJ
westen,2.909,N,NOU
eeuw,2.909,N,NOU
onderwerp,2.909,N,NOU
lk,2.9085,N,NOU
reputatie,2.9085,N,NOU
honderden,2.9085,N,NOU
wellicht,2.9079,BW,ADV
bijzonders,2.9079,ADJ,ADJ
godverdomme,2.9074,INT,INT
loog,2.9074,WW,VER
afgesloten,2.9074,WW,VER
fantastische,2.9069,ADJ,ADJ
poging,2.9069,N,NOU
lege,2.9069,ADJ,ADJ
gedraag,2.9063,WW,VER
theorie,2.9058,N,NOU
achterin,2.9058,BW,ADV
zicht,2.9053,N,NOU
plotseling,2.9053,ADJ,ADJ
achteren,2.9042,BW,ADV
voorbereid,2.9042,WW,VER
bron,2.9036,N,NOU
feiten,2.9036,N,NOU
whisky,2.902,N,NOU
stront,2.902,N,NOU
spring,2.902,WW,VER
plus,2.902,BW,ADV
beroemd,2.902,ADJ,ADJ
kleed,2.9015,WW,VER
weggegaan,2.9015,WW,VER
maatje,2.9009,N,NOU
maag,2.9009,N,NOU
smeek,2.9004,WW,VER
gevochten,2.9004,WW,VER
gezorgd,2.9004,WW,VER
engeland,2.8998,N,NOU
vijftig,2.8998,ADJ,ADJ
vergat,2.8998,WW,VER
herkennen,2.8998,WW,VER
brak,2.8998,WW,VER
vertrok,2.8993,WW,VER
verdiende,2.8993,WW,VER
verrast,2.8987,WW,VER
gelopen,2.8987,WW,VER
bezorgen,2.8982,WW,VER
bied,2.8982,WW,VER
arts,2.8976,N,NOU
natuur,2.8976,N,NOU
legt,2.8976,WW,VER
doodt,2.8971,WW,VER
flat,2.896,N,NOU
hielden,2.896,WW,VER
lunchen,2.8954,WW,VER
directeur,2.8943,N,NOU
contract,2.8943,N,NOU
ren,2.8943,WW,VER
scheelt,2.8938,WW,VER
wc,2.8938,N,NOU
uiteraard,2.8938,BW,ADV
danken,2.8938,WW,VER
zuiden,2.8932,N,NOU
juffrouw,2.8921,N,NOU
ademen,2.8921,WW,VER
middag,2.8915,N,NOU
bom,2.891,N,NOU
engel,2.891,N,NOU
vieze,2.891,ADJ,ADJ
klonk,2.891,WW,VER
kilo,2.8904,N,NOU
mogelijkheden,2.8904,N,NOU
uitzien,2.8904,WW,VER
regen,2.8899,N,NOU
europa,2.8893,N,NOU
frank,2.8887,N,NOU
verklaren,2.8887,WW,VER
genie,2.8882,N,NOU
oor,2.8871,N,NOU
lippen,2.8871,N,NOU
doodgaan,2.8871,WW,VER
bovenop,2.8871,BW,ADV
constant,2.8871,ADJ,ADJ
meekomen,2.8865,WW,VER
vriendschap,2.8859,N,NOU
verdwijnt,2.8859,WW,VER
gegooid,2.8854,WW,VER
vertrouwt,2.8854,WW,VER
onschuldige,2.8848,ADJ,ADJ
park,2.8842,N,NOU
koopt,2.8842,WW,VER
punten,2.8837,N,NOU
burgers,2.8837,N,NOU
brave,2.8837,ADJ,ADJ
kleding,2.8837,N,NOU
voordeel,2.8825,N,NOU
nieuwsgierig,2.8825,ADJ,ADJ
aanpakken,2.8825,WW,VER
gereed,2.882,ADJ,ADJ
gods,2.8814,N,NOU
stroom,2.8814,N,NOU
stenen,2.8814,N,NOU
branden,2.8814,WW,VER
officier,2.8808,N,NOU
iemands,2.8808,VNW,PRO
komst,2.8808,N,NOU
gevangene,2.8802,N,NOU
verdween,2.8802,WW,VER
invloed,2.8802,N,NOU
mrs,2.8797,N,NOU
taart,2.8797,N,NOU
geur,2.8797,N,NOU
collega,2.8797,N,NOU
voer,2.8797,WW,VER
scheiden,2.8791,WW,VER
spannend,2.8791,ADJ,ADJ
briefje,2.8785,N,NOU
woede,2.8785,N,NOU
momenteel,2.8785,ADJ,ADJ
veranderde,2.8785,WW,VER
lacht,2.8785,WW,VER
schaam,2.8785,WW,VER
moordenaars,2.8779,N,NOU
ontspan,2.8779,WW,VER
gevoeld,2.8779,WW,VER
paarden,2.8774,N,NOU
volledige,2.8774,ADJ,ADJ
achterna,2.8774,BW,ADV
verslag,2.8768,N,NOU
romantisch,2.8768,ADJ,ADJ
hieruit,2.8768,BW,ADV
donkere,2.8762,ADJ,ADJ
verbaast,2.8762,WW,VER
professor,2.8756,N,NOU
vogel,2.8756,N,NOU
planeet,2.8751,N,NOU
veilige,2.8745,ADJ,ADJ
bepalen,2.8745,WW,VER
moeilijker,2.8745,ADJ,ADJ
koningin,2.8739,N,NOU
dief,2.8739,N,NOU
pensioen,2.8739,N,NOU
niveau,2.8739,N,NOU
klagen,2.8739,WW,VER
hierover,2.8739,BW,ADV
koffer,2.8733,N,NOU
eieren,2.8733,N,NOU
gedroomd,2.8733,WW,VER
richt,2.8733,WW,VER
geschikt,2.8727,ADJ,ADJ
charlie,2.8722,N,NOU
aangenomen,2.8722,WW,VER
spiegel,2.8716,N,NOU
geliefde,2.8716,ADJ,ADJ
belofte,2.8716,N,NOU
breek,2.8716,WW,VER
lab,2.871,N,NOU
garage,2.871,N,NOU
afspraakje,2.8704,N,NOU
verdacht,2.8704,WW,VER
richten,2.8704,WW,VER
vanzelf,2.8698,BW,ADV
signaal,2.8692,N,NOU
schande,2.8692,N,NOU
duwen,2.8692,WW,VER
douche,2.8692,N,NOU
project,2.8686,N,NOU
eventjes,2.8686,BW,ADV
warme,2.8686,ADJ,ADJ
waarschuwing,2.8681,N,NOU
smaakt,2.8681,WW,VER
ambulance,2.8675,N,NOU
scherp,2.8675,ADJ,ADJ
washington,2.8669,N,NOU
helder,2.8669,ADJ,ADJ
gevoelig,2.8663,ADJ,ADJ
sprong,2.8651,WW,VER
stal,2.8651,N,NOU
beelden,2.8645,N,NOU
neerschieten,2.8645,WW,VER
heten,2.8645,WW,VER
zelfde,2.8639,ADJ,ADJ
mooier,2.8639,ADJ,ADJ
vak,2.8633,N,NOU
volgend,2.8633,WW,VER
dier,2.8627,N,NOU
snijden,2.8627,WW,VER
interessante,2.8627,ADJ,ADJ
slet,2.8621,N,NOU
onderzocht,2.8621,WW,VER
bewaar,2.8615,WW,VER
vrolijk,2.8609,ADJ,ADJ
merk,2.8609,WW,VER
verdieping,2.8603,N,NOU
verzet,2.8603,N,NOU
goeds,2.8603,ADJ,ADJ
ontspannen,2.8597,WW,VER
bemoei,2.8597,WW,VER
heleboel,2.8591,N,NOU
orders,2.8585,N,NOU
besloot,2.8585,WW,VER
hoorden,2.8585,WW,VER
allang,2.8585,BW,ADV
gooide,2.8579,WW,VER
mogelijke,2.8579,ADJ,ADJ
levert,2.8573,WW,VER
sam,2.8567,N,NOU
pech,2.8567,N,NOU
vies,2.8567,ADJ,ADJ
verdwaald,2.8561,WW,VER
horloge,2.8555,N,NOU
herhaal,2.8555,WW,VER
kamers,2.8555,N,NOU
kansen,2.8555,N,NOU
gooit,2.8555,WW,VER
kanten,2.8555,N,NOU
zwijg,2.8549,INT,INT
schoft,2.8549,N,NOU
opeten,2.8549,WW,VER
lichamen,2.8543,N,NOU
overleefd,2.8543,WW,VER
sheriff,2.8537,N,NOU
seconde,2.8537,N,NOU
sigaretten,2.8525,N,NOU
truck,2.8519,N,NOU
station,2.8519,N,NOU
win,2.8519,WW,VER
schudden,2.8519,WW,VER
briljant,2.8513,ADJ,ADJ
droog,2.8513,ADJ,ADJ
opruimen,2.8513,WW,VER
gelegd,2.8513,WW,VER
jochie,2.8506,N,NOU
steekt,2.8506,WW,VER
makker,2.8494,N,NOU
beloven,2.8494,WW,VER
materiaal,2.8488,N,NOU
eisen,2.8482,N,NOU
daarbinnen,2.8482,BW,ADV
privé,2.8482,ADJ,ADJ
gebaseerd,2.8482,WW,VER
dapper,2.8476,ADJ,ADJ
wegen,2.8476,N,NOU
leuker,2.8476,ADJ,ADJ
militaire,2.847,ADJ,ADJ
snelheid,2.847,N,NOU
kamp,2.8457,N,NOU
leraar,2.8451,N,NOU
omlaag,2.8451,BW,ADV
verliet,2.8451,WW,VER
ontvoerd,2.8445,WW,VER
gas,2.8445,N,NOU
wachtte,2.8445,WW,VER
jacht,2.8439,N,NOU
verlegen,2.8439,ADJ,ADJ
uniform,2.8432,N,NOU
opgegeven,2.8432,WW,VER
komaan,2.842,WW,VER
machine,2.842,N,NOU
personeel,2.842,N,NOU
houding,2.842,N,NOU
leveren,2.842,WW,VER
ramen,2.8414,N,NOU
reageren,2.8414,WW,VER
mannetje,2.8407,N,NOU
aanwezigheid,2.8407,N,NOU
onbekende,2.8401,ADJ,ADJ
geboorte,2.8395,N,NOU
eiland,2.8388,N,NOU
graven,2.8388,WW,VER
wetenschap,2.8388,N,NOU
rijd,2.8388,WW,VER
koude,2.8388,ADJ,ADJ
ontdekte,2.8388,WW,VER
ondertussen,2.8388,BW,ADV
gunst,2.8382,N,NOU
min,2.8382,BW,ADV
lelijke,2.8382,ADJ,ADJ
optreden,2.8376,WW,VER
doorlopen,2.8376,WW,VER
velen,2.8376,VNW,PRO
waag,2.8376,WW,VER
vriendjes,2.837,N,NOU
gereden,2.837,WW,VER
verander,2.8363,WW,VER
koos,2.8363,WW,VER
bekende,2.8363,ADJ,ADJ
diner,2.8357,N,NOU
schoten,2.8357,WW,VER
proef,2.8357,N,NOU
tenslotte,2.8357,BW,ADV
dwingen,2.8357,WW,VER
