Words,POS,lcfreqmovies,lcfreqbooks,Freq
blanche,ADJ,1.626340367,2.188816031,1.907578199
repos,NOU,1.626237685,1.639287226,1.632762456
décider,VER,1.626032248,1.433929766,1.529981007
régler,VER,1.626032248,1.349471799,1.487752024
noirs,ADJ,1.625929493,2.031691169,1.828810331
énergie,NOU,1.625106575,1.441538039,1.533322307
mens,VER,1.624900602,0.769377326,1.197138964
proche,ADJ,1.623662707,1.86516322,1.744412964
ravi,VER,1.623662707,1.193402903,1.408532805
lycée,NOU,1.62283548,1.561339941,1.592087711
entend,VER,1.620864475,1.80009818,1.710481328
caméra,NOU,1.619510721,0.64246452,1.130987621
espace,VER,1.619510721,1.898286279,1.7588985
rejoindre,VER,1.61898892,1.775683249,1.697336085
billet,NOU,1.617734035,1.508260306,1.562997171
couper,VER,1.617524535,1.501880494,1.559702515
gentille,ADJ,1.617419747,1.262688344,1.440054046
comprend,VER,1.616895426,1.502700175,1.559797801
auraient,VER,1.615844883,1.923503067,1.769673975
couple,NOU,1.615844883,1.676053125,1.645949004
regardé,VER,1.615844883,1.71222867,1.664036777
attendu,VER,1.615423953,1.599883072,1.607653513
dormi,VER,1.615423953,1.423081958,1.519252956
flingue,VER,1.615423953,1.049992857,1.332708405
enchanté,VER,1.61436984,1.009025742,1.311697791
course,NOU,1.614264287,1.718501689,1.666382988
attendant,VER,1.613418945,1.885474303,1.749446624
prouver,VER,1.613418945,1.325310372,1.469364659
appartient,VER,1.612147838,1.306853749,1.459500794
patient,ADJ,1.612041745,1.072617477,1.342329611
os,NOU,1.610340711,1.696618459,1.653479585
crains,VER,1.610234175,1.246498581,1.428366378
règle,NOU,1.610234175,1.500099192,1.555166684
cesse,VER,1.610127613,1.984752278,1.797439946
tuée,VER,1.609701102,0.812244697,1.2109729
lever,VER,1.609167374,1.878923734,1.744045554
voitures,NOU,1.609167374,1.792111409,1.700639392
morceau,NOU,1.60906055,1.762228284,1.685644417
neuf,ADJ,1.608953699,1.845903839,1.727428769
pierre,NOU,1.608312043,2.076967952,1.842639998
larmes,VER,1.608097946,2.088844563,1.848471255
russe,ADJ,1.607776604,1.706547103,1.657161854
château,NOU,1.607562243,1.801952235,1.704757239
théâtre,NOU,1.607562243,1.808346036,1.70795414
pièces,NOU,1.606811147,1.916822285,1.761816716
joues,VER,1.606596309,1.891593204,1.749094757
couche,NOU,1.606273853,1.611510887,1.60889237
manqué,VER,1.606166315,1.432969291,1.519567803
voulons,VER,1.606166315,0.979092901,1.292629608
alcool,NOU,1.605197267,1.599118565,1.602157916
animal,ADJ,1.604550033,1.726238047,1.66539404
ancien,ADJ,1.604442066,1.856305866,1.730373966
passage,NOU,1.604226053,2.136149586,1.87018782
autrement,ADV,1.603793704,1.797752129,1.700772917
étage,VER,1.602819342,1.841734779,1.722277061
intention,NOU,1.602059991,1.732313327,1.667186659
souhaite,VER,1.60184279,1.238046103,1.419944447
perd,VER,1.601734148,1.397940009,1.499837079
passera,VER,1.601190533,1.145817714,1.373504124
commande,NOU,1.601081728,1.414137362,1.507609545
amuse,VER,1.600428326,1.395501124,1.497964725
doigt,NOU,1.600210306,1.904931827,1.752571067
achète,VER,1.600101256,1.162265614,1.381183435
comptes,NOU,1.599992178,1.390935107,1.495463643
reposer,VER,1.599992178,1.321184027,1.460588103
horreur,NOU,1.599773939,1.787814567,1.693794253
falloir,VER,1.599664779,1.249687428,1.424676104
heureusement,ADV,1.599664779,1.710540448,1.655102614
miracle,NOU,1.599664779,1.533009022,1.566336901
victimes,NOU,1.599664779,1.249687428,1.424676104
énorme,ADJ,1.599118565,1.909662985,1.754390775
échapper,VER,1.59900924,1.681602999,1.64030612
serons,VER,1.59900924,1.241546481,1.420277861
démon,NOU,1.598899887,1.13289977,1.365899829
violence,NOU,1.59835271,1.725176301,1.661764506
vache,NOU,1.597804842,1.510946949,1.554375896
marrant,VER,1.59747579,1.185542155,1.391508973
succès,NOU,1.59747579,1.730136004,1.663805897
paye,VER,1.595936906,1.25139485,1.423665878
costume,NOU,1.595496222,1.650598898,1.62304756
sérieusement,ADV,1.594834356,1.337658891,1.466246624
informations,NOU,1.59439255,1.308350949,1.45137175
cigarette,NOU,1.593507589,1.889693791,1.74160069
acte,NOU,1.593175263,1.554852434,1.574013849
gardez,VER,1.592953572,0.716003344,1.154478458
désormais,ADV,1.592509848,1.946697837,1.769603843
réparer,VER,1.592509848,1.143639235,1.368074542
oreilles,NOU,1.591954555,1.957511511,1.774733033
laisses,VER,1.591621038,0.733197265,1.162409152
mine,NOU,1.590730406,1.719662683,1.655196545
agréable,ADJ,1.590618948,1.517195898,1.553907423
ouverte,ADJ,1.590618948,1.958133676,1.774376312
queue,NOU,1.590284404,1.711722892,1.651003648
sentiments,NOU,1.589502796,1.706547103,1.64802495
souris,VER,1.589502796,1.557266529,1.573384663
coûte,VER,1.589279221,1.309843005,1.449561113
vidéo,ADJ,1.589279221,-0.026872146,0.781203538
front,NOU,1.588943643,2.183469146,1.886206395
inquiétez,VER,1.588831726,0.58546073,1.087146228
note,VER,1.58871978,1.681602999,1.63516139
urgence,NOU,1.588607805,1.329397879,1.459002842
chaleur,NOU,1.588495801,2.050108963,1.819302382
gardes,NOU,1.588383768,1.381115081,1.484749425
conduit,VER,1.58759873,1.559786968,1.573692849
utile,ADJ,1.58759873,1.400365273,1.493982002
points,NOU,1.586812269,1.707655324,1.647233797
servi,VER,1.586699802,1.607240504,1.596970153
méchant,VER,1.586587305,1.290479813,1.438533559
remercier,VER,1.586587305,1.189490314,1.38803881
militaire,ADJ,1.586474779,1.882068944,1.734271862
allemands,ADJ,1.586137025,1.912168896,1.749152961
gaffe,VER,1.58591171,1.302547372,1.444229541
minuit,NOU,1.585122186,1.474216264,1.529669225
accepte,VER,1.584444307,1.270678836,1.427561572
prêtre,NOU,1.583991799,1.468199586,1.526095693
mariés,VER,1.583312152,1.033825694,1.308568923
demandes,NOU,1.583198774,1.020361283,1.301780029
journaux,NOU,1.583198774,1.865577707,1.724388241
retraite,ADJ,1.583198774,1.588607805,1.58590329
pourrez,VER,1.582971929,1.04453976,1.313755845
écris,VER,1.582517884,1.394451681,1.488484783
censé,ADJ,1.582290683,0.656098202,1.119194443
université,NOU,1.582290683,1.121887985,1.352089334
suivi,VER,1.581949658,1.737749074,1.659849366
amené,VER,1.581380689,1.301029996,1.441205343
ministre,NOU,1.580924976,1.785401025,1.683163001
champ,NOU,1.580354661,1.713994268,1.647174465
naissance,NOU,1.57863921,1.694868328,1.636753769
vitesse,NOU,1.578524605,1.737113094,1.65781885
prendra,VER,1.577721525,0.984977126,1.281349326
souffle,NOU,1.577606677,2.035789833,1.806698255
tableau,NOU,1.5774918,1.762228284,1.669860042
chair,NOU,1.576686805,1.980503318,1.778595062
passée,VER,1.575303333,1.562173863,1.568738598
crétin,NOU,1.575072326,0.778874472,1.176973399
suivant,PRP,1.574725584,1.794418331,1.684571958
faible,ADJ,1.57426283,1.662946614,1.618604722
mètres,NOU,1.574031268,2.034949147,1.804490208
agir,VER,1.573799582,1.472171147,1.522985365
hiver,NOU,1.57333584,1.983536082,1.778435961
pensent,VER,1.573103783,1.089905111,1.331504447
supplie,VER,1.572639297,1.041787319,1.307213308
reconnais,VER,1.572406868,1.382377303,1.477392086
chauffeur,NOU,1.572290606,1.645324002,1.608807304
rappelles,VER,1.572174314,0.923244019,1.247709167
source,NOU,1.572174314,1.549125927,1.560650121
cousin,NOU,1.571825249,1.591621038,1.581723144
durant,PRP,1.571825249,1.864807629,1.718316439
coffre,NOU,1.571475904,1.40277707,1.487126487
vole,VER,1.571009672,1.011570444,1.291290058
recevoir,VER,1.57054294,1.691258358,1.630900649
découvrir,VER,1.569490954,1.706547103,1.638019029
imaginer,VER,1.569256833,1.807940721,1.688598777
frapper,VER,1.569139725,1.506369717,1.537754721
salon,NOU,1.568905415,1.924899264,1.74690234
mentir,VER,1.568319085,1.181843588,1.375081337
reprendre,VER,1.567966907,1.830588669,1.699277788
trouvée,VER,1.567966907,1.23299611,1.400481509
attendent,VER,1.567614443,1.338854746,1.453234595
américains,ADJ,1.567379308,1.653791187,1.610585248
entré,VER,1.567026366,1.510946949,1.538986658
paquet,NOU,1.567026366,1.797752129,1.682389248
pousse,VER,1.567026366,1.649918719,1.608472543
sentiment,NOU,1.566673138,2.027023255,1.796848197
dernières,ADJ,1.566083784,1.731749884,1.648916834
million,NOU,1.565611725,0.894316063,1.229963894
blancs,ADJ,1.56549363,1.931508722,1.748501176
montagne,NOU,1.565375503,1.697229343,1.631302423
obtenir,VER,1.564666064,1.577146985,1.570906525
souvenez,VER,1.564666064,1.036628895,1.30064748
réveiller,VER,1.564192461,1.461198289,1.512695375
connaissance,NOU,1.563481085,1.746712023,1.655096554
ouest,ADJ,1.563481085,1.511883361,1.537682223
défendre,VER,1.563243701,1.617943435,1.590593568
nombre,NOU,1.56312496,1.882410684,1.722767822
fusil,NOU,1.562530769,1.594613509,1.578572139
chinois,ADJ,1.562411833,1.494293769,1.528352801
chemise,NOU,1.56205483,1.872680607,1.717367719
dira,VER,1.561935763,1.340245762,1.451090763
cherches,VER,1.561697533,0.764176132,1.162936833
oeuvre,NOU,1.561578368,1.838786145,1.700182257
caché,VER,1.561101384,1.521661015,1.5413812
poche,NOU,1.560623875,2.008429827,1.784526851
rappelez,VER,1.560504415,0.905256049,1.232880232
allemand,ADJ,1.560384923,1.739255803,1.649820363
gaz,NOU,1.560265398,1.457124626,1.508695012
tombée,VER,1.559906625,1.632558515,1.59623257
date,NOU,1.5594278,1.606381365,1.582904583
saute,VER,1.5594278,1.345569756,1.452498778
ombre,NOU,1.559308011,2.280760426,1.920034219
casser,VER,1.559188189,1.479143248,1.519165719
manteau,NOU,1.558228422,1.770778396,1.664503409
lundi,NOU,1.556423121,1.371252629,1.463837875
humains,ADJ,1.556302501,1.368844507,1.462573504
veste,NOU,1.556302501,1.745699227,1.651000864
détails,NOU,1.555819683,1.725748333,1.640784008
fumer,VER,1.555215405,1.319730494,1.43747295
lors,ADV,1.553761698,1.846769954,1.700265826
arrivés,VER,1.55291145,1.483872454,1.518391952
demandais,VER,1.552546548,1.478133428,1.515339988
senti,VER,1.552424846,1.703033305,1.627729076
crie,VER,1.552059534,1.610766595,1.581413065
donnes,NOU,1.551693915,0.733197265,1.14244559
amener,VER,1.551449998,1.259593879,1.405521939
champagne,NOU,1.551083865,1.499961866,1.525522866
voila,VER,1.550717423,0.130333768,0.840525596
verrez,VER,1.550228353,1.267406419,1.408817386
côtés,NOU,1.549983611,1.839163683,1.694573647
don,NOU,1.549861188,1.481012421,1.515436805
maisons,NOU,1.549493713,2.056065929,1.802779821
détruit,VER,1.549248557,1.154119526,1.351684042
produit,VER,1.548512256,1.552424846,1.550468551
dépêchez,VER,1.548389418,0.442479769,0.995434594
malheureusement,ADV,1.548389418,1.323870607,1.436130013
tribunal,NOU,1.548389418,1.176091259,1.362240339
pression,NOU,1.548143637,1.27989498,1.414019309
attraper,VER,1.548020695,1.232742063,1.390381379
tienne,PRO,1.547897718,1.145817714,1.346857716
importante,ADJ,1.547651658,1.262688344,1.405170001
excuses,NOU,1.547159121,1.108565024,1.327862073
sage,ADJ,1.5470359,1.447778009,1.497406955
carrière,NOU,1.546912643,1.519040039,1.532976341
emmerde,VER,1.545925329,1.031408464,1.288666897
midi,NOU,1.545925329,1.833656997,1.689791163
conversation,NOU,1.545801757,1.924899264,1.735350511
futur,ADJ,1.545801757,1.389697548,1.467749653
préféré,VER,1.545430829,1.432969291,1.48920006
franchement,ADV,1.545183368,1.450864692,1.49802403
fatiguée,ADJ,1.544688022,1.259593879,1.402140951
échange,NOU,1.544564097,1.430719888,1.487641993
racontes,VER,1.54344718,0.859138297,1.201292739
assurer,VER,1.543198586,1.589391023,1.566294805
répondu,VER,1.542825427,1.779163424,1.660994426
test,NOU,1.542451947,0.463892989,1.003172468
jaloux,ADJ,1.542327383,1.26927939,1.405803387
vert,ADJ,1.541704023,1.959089114,1.750396569
secrets,ADJ,1.541579244,1.599118565,1.570348905
gloire,NOU,1.541329578,1.685831275,1.613580427
milliers,NOU,1.541329578,1.602819342,1.57207446
aidé,VER,1.540829814,1.193402903,1.367116359
celles,PRO,1.540704783,2.033303101,1.787003942
fesses,NOU,1.540579717,1.587935349,1.564257533
certaine,ADJ,1.540329475,1.880870733,1.710600104
vieil,ADJ,1.5402043,1.709439574,1.624821937
vôtre,PRO,1.539828558,1.101747074,1.320787816
génie,NOU,1.539703239,1.676053125,1.607878182
calmez,VER,1.539452492,0.190331698,0.864892095
nerveux,ADJ,1.539452492,1.361160995,1.450306744
vies,NOU,1.539452492,1.25139485,1.395423671
réfléchis,ADJ,1.538573734,0.905256049,1.221914892
vienne,VER,1.538070787,1.397940009,1.468005398
coupé,NOU,1.537819095,1.564547712,1.551183404
reviendra,VER,1.537693194,1.065206128,1.301449661
oreille,NOU,1.537315273,2.014730495,1.776022884
idiote,ADJ,1.537189226,1.065206128,1.301197677
apporter,VER,1.536937023,1.470263447,1.503600235
poids,NOU,1.536810866,1.949633924,1.743222395
jeté,VER,1.536305872,1.700097705,1.618201789
supporter,NOU,1.536053155,1.557386882,1.546720019
pardonnez,VER,1.535420718,0.758911892,1.147166305
résultats,NOU,1.535420718,1.039414119,1.287417419
haute,ADJ,1.535167485,1.958802703,1.746985094
droits,NOU,1.534787359,1.478133428,1.506460394
souffrir,VER,1.534787359,1.60648885,1.570638105
saura,VER,1.534660576,1.174059808,1.354360192
repose,VER,1.534406899,1.169968174,1.352187537
univers,NOU,1.534153074,1.766784515,1.650468795
connaissais,VER,1.533899101,1.621384028,1.577641565
étant,VER,1.533390708,1.959089114,1.746239911
attrape,VER,1.532244644,0.940018155,1.2361314
partager,VER,1.532117116,1.396722279,1.464419698
ennuie,VER,1.531989551,1.312600439,1.422294995
laver,VER,1.531606632,1.486855355,1.509230994
offert,VER,1.531606632,1.454997217,1.493301925
vrais,ADJ,1.531351165,1.461198289,1.496274727
signal,NOU,1.531223375,1.272305844,1.40176461
oiseaux,NOU,1.530967682,1.813380807,1.672174245
lèvres,NOU,1.53032779,2.303800624,1.917064207
raconté,VER,1.529815197,1.581835924,1.555825561
douche,VER,1.529558673,1.315550534,1.422554604
ennemis,ADJ,1.529430354,1.558108302,1.543769328
sorcière,NOU,1.529430354,0.807535028,1.168482691
aise,ADJ,1.527372083,1.717337583,1.622354833
brûle,VER,1.527114112,1.249687428,1.38840077
fer,NOU,1.526985069,2.026451546,1.776718308
jeux,NOU,1.526985069,1.629817196,1.578401133
mensonge,NOU,1.526855987,1.340245762,1.433550875
revenez,VER,1.526855987,0.812244697,1.169550342
malheureux,ADJ,1.525174428,1.730620798,1.627897613
concerne,VER,1.524915148,1.421932813,1.473423981
juifs,ADJ,1.524396122,1.573219827,1.548807975
semblant,VER,1.524396122,1.667266119,1.595831121
riches,ADJ,1.523746467,1.541579244,1.532662856
article,NOU,1.523616419,1.500922239,1.512269329
série,VER,1.522965595,1.549125927,1.536045761
humaine,ADJ,1.522835314,1.685831275,1.604333295
talent,NOU,1.522704993,1.49248101,1.507593002
accompagne,VER,1.522183318,1.180125875,1.351154597
innocent,ADJ,1.522052801,1.183839037,1.352945919
fantastique,ADJ,1.521530341,0.897627091,1.209578716
paradis,NOU,1.521530341,1.447778009,1.484654175
valise,NOU,1.521268876,1.676053125,1.598661001
étoiles,VER,1.519040039,1.716837723,1.617938881
rêvé,VER,1.518908574,1.344392274,1.431650424
annonce,NOU,1.51851394,1.543322901,1.530918421
parlais,VER,1.518250651,1.290702243,1.404476447
péché,VER,1.518250651,1.396896449,1.45757355
vélo,NOU,1.517855419,1.385963571,1.451909495
essence,NOU,1.517327882,1.44357588,1.480451881
joindre,VER,1.517327882,1.151982395,1.334655139
études,NOU,1.516799704,1.637289548,1.577044626
pis,ADV,1.516799704,1.624282096,1.5705409
identité,NOU,1.516270883,1.354876423,1.435573653
invités,VER,1.516138577,1.368844507,1.442491542
titre,NOU,1.515873844,1.72794771,1.621910777
souvenirs,NOU,1.515741417,1.955880086,1.735810752
bref,ADJ,1.514547753,1.872680607,1.69361418
chaise,NOU,1.514547753,1.936262342,1.725405048
devenue,VER,1.514547753,1.716253826,1.61540079
enfance,NOU,1.514547753,2.013300787,1.76392427
saviez,VER,1.514282048,0.915927212,1.21510463
pourraient,VER,1.51401618,1.425208051,1.469612116
foutez,VER,1.513883186,0.87909588,1.196489533
suit,VER,1.512817759,1.468199586,1.490508673
sentez,VER,1.512684396,0.727541257,1.120112827
artiste,ADJ,1.512417549,1.538196578,1.525307064
pensait,VER,1.512284063,2.03762567,1.774954867
perdue,VER,1.512150537,1.589391023,1.55077078
valeur,NOU,1.511616021,1.610021025,1.560818523
risques,VER,1.511348515,1.3586961,1.435022308
paroles,NOU,1.510679031,1.984482306,1.747580669
arbres,NOU,1.51054501,2.150510833,1.830527922
amitié,NOU,1.510410948,1.830588669,1.670499809
débarrasser,VER,1.510142699,1.372543801,1.44134325
fiancée,VER,1.510008513,1.067814511,1.288911512
fortune,NOU,1.509874285,1.667359546,1.588616916
moyens,ADJ,1.509874285,1.798650645,1.654262465
poulet,NOU,1.509605705,1.162265614,1.33593566
cherché,VER,1.508798965,1.389697548,1.449248257
apprécie,VER,1.508260306,0.875061263,1.191660785
gêne,NOU,1.507990725,1.612253906,1.560122316
marque,VER,1.507990725,1.577146985,1.542568855
également,ADV,1.507720977,1.851319513,1.679520245
soupe,NOU,1.507045872,1.564547712,1.535796792
deviens,VER,1.506640306,0.953759692,1.230199999
parlent,VER,1.50623436,1.468199586,1.487216973
courses,NOU,1.505692507,1.477121255,1.491406881
trace,NOU,1.50501424,1.651859269,1.578436755
recommence,VER,1.504878459,1.236285277,1.370581868
menace,VER,1.504470862,1.538950562,1.521710712
intelligent,ADJ,1.504062883,1.286007122,1.395035003
pensées,NOU,1.503926804,1.725748333,1.614837569
utilisé,VER,1.503790683,0.710963119,1.107376901
mène,VER,1.503245771,1.332236415,1.417741093
juif,NOU,1.502700175,1.593839661,1.548269918
joyeux,ADJ,1.502563669,1.426348574,1.464456122
taire,VER,1.502563669,1.500922239,1.501742954
répondez,VER,1.502017215,0.562292864,1.03215504
verrai,VER,1.501880494,1.022840611,1.262360553
portable,ADJ,1.501059262,-0.214670165,0.643194549
sonne,VER,1.500922239,1.225825991,1.363374115
utilise,VER,1.500785173,0.472756449,0.986770811
services,NOU,1.500648063,1.562173863,1.531410963
envoyez,VER,1.500510911,0.348304863,0.924407887
baisse,NOU,1.500373714,1.259593879,1.379983797
pistolet,NOU,1.500099192,1.170261715,1.335180454
lunettes,NOU,1.499824496,1.831485839,1.665655168
rentrez,VER,1.499687083,0.409933123,0.954810103
désir,NOU,1.499549626,1.98538156,1.742465593
parfaite,VER,1.499274582,1.366422957,1.43284877
traces,NOU,1.498861689,1.612253906,1.555557798
choc,NOU,1.498586209,1.587149498,1.542867854
souffre,VER,1.498586209,1.21005085,1.35431853
crier,VER,1.498172661,1.674861141,1.586516901
haine,NOU,1.498172661,1.693639026,1.595905844
pantalon,NOU,1.498172661,1.762753565,1.630463113
empêche,VER,1.497758718,1.61436984,1.556064279
aéroport,NOU,1.497482537,0.898176483,1.19782951
geste,NOU,1.497067936,2.235604189,1.866336063
déranger,VER,1.496652939,1.164055292,1.330354116
vendredi,NOU,1.496376054,1.262688344,1.379532199
bel,ADJ,1.496237545,1.569256833,1.532747189
tente,VER,1.496098992,1.50731604,1.501707516
victoire,NOU,1.495683068,1.757623746,1.626653407
suspect,ADJ,1.495544338,0.969415912,1.232480125
soif,NOU,1.495266744,1.54740546,1.521336102
style,NOU,1.494988974,1.665487181,1.580238078
décide,VER,1.494850022,1.314077992,1.404464007
hais,VER,1.494293769,0.946943271,1.22061852
premiers,ADJ,1.493736802,1.992906818,1.74332181
lac,NOU,1.493597449,1.516403148,1.505000299
voyais,VER,1.493318608,1.955543442,1.724431025
faveur,NOU,1.492620722,1.441538039,1.467079381
cellule,NOU,1.492201451,1.548266545,1.520233998
invite,VER,1.492061605,1.160168293,1.326114949
parc,NOU,1.491641793,1.587935349,1.539788571
fuir,VER,1.490660653,1.554852434,1.522756544
soudain,ADV,1.49037992,2.401572846,1.945976383
relations,NOU,1.490239485,1.625621081,1.557930283
commis,VER,1.489958479,1.411788005,1.450873242
faisant,VER,1.489677292,2.07228667,1.780981981
plaisante,NOU,1.489536629,0.883093359,1.186314994
égal,ADJ,1.488550717,1.429590802,1.45907076
images,NOU,1.488409689,1.842172229,1.665290959
mode,NOU,1.488409689,1.671728088,1.580068889
surpris,VER,1.487986331,1.804684515,1.646335423
fermez,VER,1.487703863,0.227886705,0.857795284
sucre,NOU,1.487703863,1.496237545,1.491970704
passion,NOU,1.487279816,1.837083151,1.662181484
donnerai,VER,1.487138375,0.788875116,1.138006746
empreintes,VER,1.486430479,0.838219222,1.162324851
privé,VER,1.486146997,1.308350949,1.397248973
réveillé,VER,1.486146997,1.273695588,1.379921293
manquer,VER,1.48586333,1.3872118,1.436537565
nouvel,ADJ,1.485579477,1.346939463,1.41625947
acteur,NOU,1.484442208,1.189490314,1.336966261
camarades,NOU,1.484299839,1.779163424,1.631731632
lance,VER,1.484299839,1.457124626,1.470712233
rues,NOU,1.484299839,2.05556944,1.76993464
vivent,VER,1.484299839,1.287577809,1.385938824
copains,ADJ,1.483872454,1.698361566,1.59111701
voisins,NOU,1.483872454,1.59835271,1.541112582
trompe,VER,1.483729899,1.309843005,1.396786452
zéro,NOU,1.483444648,1.217220656,1.350332652
fiston,NOU,1.48258777,0.45331834,0.967953055
examen,NOU,1.482444792,1.262688344,1.372566568
puissance,NOU,1.482444792,1.644635504,1.563540148
prof,NOU,1.482301767,1.178113252,1.33020751
trompé,VER,1.482158695,1.26904571,1.375602203
moments,NOU,1.482015576,1.884342148,1.683178862
finie,VER,1.481585936,1.211654401,1.346620169
nettoyer,VER,1.481155871,1.039414119,1.260284995
somme,NOU,1.481155871,1.870345371,1.675750621
demi,ADJ,1.480725379,1.904553263,1.692639321
chut,NOU,1.480150725,0.87909588,1.179623303
plat,ADJ,1.480150725,1.861952375,1.67105155
ordinateur,ADJ,1.480006943,0.361727836,0.92086739
perte,NOU,1.480006943,1.425208051,1.452607497
porc,NOU,1.479719235,1.047274867,1.263497051
auprès,ADV,1.479287316,1.978043494,1.728665405
aube,NOU,1.479143248,1.746712023,1.612927636
gorge,VER,1.478854968,1.918606915,1.698730942
permission,NOU,1.478710756,1.247973266,1.363342011
direct,ADJ,1.478566496,1.178113252,1.328339874
grandi,VER,1.477988976,1.128722284,1.30335563
murs,NOU,1.477699928,2.161966616,1.819833272
recherches,NOU,1.477265995,1.174059808,1.325662902
finit,VER,1.476686743,1.848004271,1.662345507
patience,NOU,1.476106717,1.518118947,1.497112832
nombreux,ADJ,1.475525915,1.568553712,1.522039814
whisky,NOU,1.475525915,1.400365273,1.437945594
extérieur,ADJ,1.475089803,1.555698895,1.515394349
préviens,VER,1.475089803,0.820857989,1.147973896
conduis,VER,1.474507639,0.553883027,1.014195333
humeur,NOU,1.474216264,1.720737977,1.597477121
médicaments,NOU,1.474216264,0.926856709,1.200536487
propriétaire,ADJ,1.473778835,1.371252629,1.422515732
soeurs,NOU,1.473632927,1.647969458,1.560801193
célèbre,ADJ,1.47348697,1.451939869,1.46271342
curieux,ADJ,1.473340964,1.730701544,1.602021254
fantôme,NOU,1.472902652,1.316808752,1.394855702
rose,ADJ,1.472902652,1.992288354,1.732595503
montré,VER,1.472024698,1.448860846,1.460442772
charmant,ADJ,1.471585054,1.33485569,1.403220372
chocolat,NOU,1.471438407,1.514547753,1.49299308
forêt,NOU,1.470851325,1.963268252,1.717059789
reviendrai,VER,1.470851325,0.937016107,1.203933716
davantage,ADV,1.47070443,1.990516444,1.730610437
palais,NOU,1.470557485,1.768786047,1.619671766
plu,VER,1.470410491,1.117602692,1.294006592
accès,NOU,1.470263447,1.37621185,1.423237649
sud,ADJ,1.469527479,1.544068044,1.506797762
auront,VER,1.469380136,1.446692466,1.458036301
remonte,VER,1.469380136,1.441380885,1.455380511
vingt,ADJ,1.469380136,2.189181397,1.829280767
caisse,NOU,1.469232743,1.707655324,1.588444034
fume,VER,1.469232743,1.181843588,1.325538166
secrétaire,NOU,1.468790262,1.586362223,1.527576243
notes,VER,1.46834733,1.581038949,1.52469314
port,NOU,1.46834733,1.811976944,1.640162137
croient,VER,1.468051791,1.283074975,1.375563383
figure,VER,1.467903947,1.966141733,1.71702284
épée,NOU,1.46746011,1.281487888,1.374473999
membres,NOU,1.46746011,1.696006715,1.581733413
écoutes,NOU,1.467015818,0.681241237,1.074128528
trouvera,VER,1.46686762,1.057666104,1.262266862
unité,NOU,1.466719372,1.399154334,1.432936853
brave,ADJ,1.466571072,1.431685345,1.449128209
mouvement,NOU,1.466274322,2.129689892,1.797982107
suicide,VER,1.466274322,1.276921132,1.371597727
signer,VER,1.46612587,1.130655349,1.29839061
leçon,NOU,1.465977368,1.354876423,1.410426896
respire,VER,1.465382851,1.249687428,1.35753514
désert,NOU,1.464936429,1.72794771,1.59644207
dessous,ADV,1.464638559,1.671728088,1.568183324
